"Message","Status","Department"
"Saya Ananta, pedagang di pasar terminal brebes, kok keluhan semua pedagang di terminal brebes yg akan dipindah tidak ada respon dari pak gubenur ? sedang besok sabtu/minggu akan dipindah.","Selesai","DINAS PERINDUSTRIAN DAN PERDAGANGAN"
"Bantuan blt pkh tidak tepat sasaran dan bantuan bansos ,corona pun sama tidak merata di maayarakat kurang mampu pak gubernur tolong di kaji ulang saya sudah protes ke kelurahan tapi nihil jawabannya terima kasih,,warga disini sangat kesusahan pak tolong pak,dampak corona seperti ini tapi perangkat desa buta hati untuk membantu masyarakat,,","Selesai","Kabupaten Brebes"
"Pak gubernur sya sudah berkeluarga kurang mampu rumah pun saya gk punya tapi bantuan blt saya gk dpt sedangkan tetangga sya punya rumah bagus, punya sawah luas, mobil jga punya dan punya toko dapat blt 600rb. Bagi saya ini gk adil pak, saya mau usulan biar dpat gmana nii pak? Terimaksih..","Selesai","Kabupaten Brebes"
"siang pak gubernur, sya sudah berkeluarga kurang mampu rumah juga blm punya tpi sya tdk mndpat bantuan apapun sedangkan tetangga sya yg punya rumah bagus, mobil punya, sawah luas ya punya usaha toko juga dia dot blt 600rb. sdangkan sya gk punya apa"" mlh gk dpt, sya disini mau usul tolong pak keadilananya, sedih rasanya gk adil. terimaksih","Selesai","Kabupaten Brebes"
"asalamualykum warohmatullahhi wabarokatuh.. pak gubenur dngn hormat saya kepada anda . dn tdak mengurangi rasa hormat kepada anda . dn mohon maaf bla ada kata2 yg gk enak dn agak mnyinggung . saya cmn mau d beri arahan atau penjelasan tentang bantuan. apa benar setiap yg dpt PKH akan dpt lagi yg kata nya BLT . dn yg di bilang dpt bantuan perKK yg d mksd kaya gi mana pak. ko sya gk dpet apa .... trimksih pak bila di respon . dbaca trus d bls aja saya sdah seneng bngt pak ...","Selesai","Kabupaten Brebes"
"1. Mf pak Gub mau menanyakan alokasi dana( klo engga salah baca 6.8 t )yg disampaikan pak Gub un tuk restrukturisasi pinjaman . apakah Pensiunan jg bisa di restrukturisasi ?yg pinjaman ke BPD Jateng di setiap kab kota ...mengingat kami selama jdi PNS kurang lebih 34 thun hutang terus ke Bank Jateng dan potong lewat gaji dlm..setiap bulanya dan kami punya kontibusi lewat bunga yg ditetapkan Bank jateng kami hanya minta sesuai apa yg disampaikan oleh Pemerintah yaitu RESTRUKTURISASI selama 1 tahun karena dampak corona ini semuanya kena imbas yg sangat fatal terhadap perekonomian kluarga Usaha jg terhenti total 2. Kami pensiun sudah 1 tahun tapi dana bapertarum yg sekarang namanya menjadi TAPERA belum kami terima itu tabungan yg setiap bulan di potong lewat gaji selama kami aktif jdi PNS.. persyaratan sudah komplit info dari TAPERA kami menerima kurang lebih 6 jt an tidak banyak memang ..tpi bgi yg purna seperti saya sangat kami butuhkan apalagi kami masih punya tanggungan mengkuliahkan anak 3.mf sekali lgi sekedar info yg tidak penting 2 priode sya memilih Pak Ganjar selaku Gub JatengðŸ™ðŸ™ðŸ™ Sebelum dan sesudahnya atas jawaban pak Gub saya sampaikan banyak terimakasih mohon mf Semoga berkenan","Selesai","BANK JATENG"
"Salah satu contohnya pak, di desa cenang kec. Songgom kemarin siang. Pendataan penerima bansos tidak jaga jarak dan pake masker","Selesai","Kabupaten Brebes"
"Asalammulaikum pak maaf sebelumnya ,saya hanya ingin menanyakan bantuan covid 19 yg /bulan 600 ribu itu di bagikan haya orang orang yg terpilih oleh perngkat lurah setempat apa gimana pak ?mohon pencerahan trimaksih","Selesai","Kabupaten Brebes"
"Pak gubernur saya mau nanya bansos BLT yang dapat orang"" mampu BLT dana desa yang dapat saudara perangkat desa giliran sembako bansos buat orang tidak mampuk kenapa yang mampu dapat Yani yang tidak mampu dapat sembako tolong cek kk mereka semua saya protes juga bercuma tidak di rewes tolong pak","Selesai","Kabupaten Brebes"
"Dana bantuan bersifat tertutup dan mencurigakan","Selesai","Kabupaten Brebes"
"Mohon segera dipantau mengenai bantuan BLT virus Corona di desa Banjarharjo Kec.Banjarharjo Kab.Brebes karena dari semua bantuan ada yang tidak dapat bantuan sama sekali padahal masyarakat kecil/miskin yang seharusnya dapat dan bahkan ada yang dapat Dobel bantuan dari PKH dapat dari BLT juga dapat..tolong ditindak lanjuti kepada Yth. Bapak Gubernur Jawa Tengah..Terima Kasih","Selesai","Kabupaten Brebes"
"siang pak.. saya mau lapor.. soal pembagian bantuan yg sumbernya dari dana desa. di desa kami tidak adil pak. banyak warga yang kategori sangat tidak mampu. tapi tidak dapat bantuan apapun dari pemerintah atau pemda. mohon bantuannya untuk di tindak lanjuti pak. hormat saya.. terimakasih","Selesai","Kabupaten Brebes"
"Saya tidak bisa mudik. Saya ngontrak di kranji jl. Pemuda rt.04 rw.04 no. 125 Bekasi barat bekasi","Selesai","BADAN PENGHUBUNG"
"Pak tolong survei desa krakahan rt 005 rw 001 knpa bantuan gak tepat sasaran, kluarga saya belum pernah dpt bantuan yg namanya pkh,bst,blt dan yg lainya...yg dapet knapa kebanyakan warga yg mampu...tolong transparansi mengenai bantuanya pak","Selesai","Kabupaten Brebes"
"pa ganjar kenapa bantuan blt bansos dan macem2 gk tepat sasaran justru yg punya mobil ko dapat sedangkan yg kena dampak covid ga dapat","Selesai","Kabupaten Brebes"
"Assalamualaikum Bpk Gubernur yang terhormat Bpk Ganjar Pranowo, Data penerima bansos Covid-19 di desa saya kurang transparan pak, mohon infonya pak kemana saya harus cek data penerima bansos covid-19 Krn banyak sekali yang tidak mendapatkan bantuan, dari informasi yang saya dapat bahkan per RT ada yg hanya 4 orang saja yang dapat padahal setahu saya dari pemerintah pusat telah membagi rata. Bahkan kemarin disini ada demo Krn banyak sekali warga yg tidak mendapatkan bansos Covid-19 ini . Mohon bantuannya pak, Terimakasih.","Selesai","Kabupaten Brebes"
"Pak saya selama pandemi covid belum dpt bantuan apa2 saya sebagai perantau mnanggung bnyk tanggungan, tp saya merasa sebagai pedagang yg terkna dampak covid yg luar biasa tidak di perhatikan pemerintah,maaf saya perantauan saya tinggal depok jawa barat","Selesai","BADAN PENGHUBUNG"
"Assalamualikum Pak ganjar saya Dr brebes, saya tdk minta bansos , blt Atau yg lainny, saya Cuma punya Akta tanah saya udah muter2 tp g ad Pihak Bank Yg mau mencairkan pak, saya sedang Hamil tua, suami udah d rmhkan sama perusahaan 2bln lbh, saya pnya anak 3 yg msh kecil2, Barang semua udah saya jual bwt kebutuhan hidup, saya mohon pak ganjar bisa Bantu saya, saya juga seorang petani Dan pnya usaha meuble kecil2 an, Karena corona terpaksa saya stop dlu, saya mohon bgt sama pak ganjar,,,,, Wasalam","Selesai","BIRO PEREKONOMIAN"
"assalamu... pak gubernur yang terhormat saya mau tanya apa setiap kk yang tidak mendapatkan bantuan apa"" itu wajib dapat bantuan covid19..kenapa orang tua saya sama sekali tidak tersentuh bantuan apa... sedangkan pemerintah menganjurkan agar warga yg tidak mendapkan bantuan apa"" wajib mendapakan.. apa ini cuma lisan apa memang ada pihak yang nakal dalam proser bantuan.. tolong dinsos mengecek langsung banyak warga yang mendapatkan bantuan..terimakasih","Selesai","Kabupaten Brebes"
"Sya warga brebes mau tanya nih seputar bantuan dana covid 19 dari pemerintah. Kemarin sya di minta KK sma aparat desa,tpi sya tidak dpt bantuan dana covid. Terus ap tujuan nya aparat desa minta KK ke saya, sedangkan sya tidak dpt bantuan dna covid itu, akibat pandemi ini sya kehilangan pekerjaan. Dan seblom nya sya tdk pernah mendapatkan bantuan lain nya dari pemerintah seprti pkh dan lain nya.","Selesai","Kabupaten Brebes"
"Jl. Walisongo Rt.003/004 Desa Cikandang Kab. Brebes Kec. Kersana ..sya krja mebel harian di jkarta sya plang kampung sjak akhir maret..karna corona jdi di pulangkan sampe skarang sya nganggur..BLT pun sya ngga dapet..sdah hmpir 3 bulan sya nganggur tdak ada pemasukan..krjaan ngga ada bantuan dri pemerintah pun O..bnyak yg slah ssaran.","Selesai","Kabupaten Brebes"
"Pak saya warga jawa tengah asal Brebes,skrang saya tinggal di depok jawa barat,tp sampai saat ini belum dpt bantuan apa2 tolong lah pak saya cuma pedagang kaki lima yg harus menanggung bnyk beban","Selesai","BADAN PENGHUBUNG"
"assalamualaikum pak gubernur mohon di pantau buat desa Jetak Sindang wangi kecamatan Bantar Kawung kabupaten Brebes pembagian dana Covid 19 ga sesuai ketentuan presiden. yg dapat kebayakan orang kaya dan kerabat dekat aparat desa. dan masyarakat dari satu desa hanya ada 4 orang yang dapat. skrng kami dari satu kelurahan semua marah. dan masyarakat info akan melakukan demo atas sikap Des yang cenderung tidak adil.ancaman di lakukan sama desa klw penerima dana PKH berani menerima dana Covid 19 maka dana PKH akan di cabut. seakan intimidasi dilakukan atas warga.kami jga melihat masyarakat atas carik desa bahkan pejabat desa cenderung semakin kaya.klw bisa pak gubernur mohon di sidak masalah ini. jgn di ambaikan. agar korupsi di desa kami bisa di berantas pak. sekali lagi pak gubernur mohon di tinjau laporan kami terimakasih","Selesai","Kabupaten Brebes"
"D desa saya bantuan BLT (Dana Desa) tdk tepat sasaran pihak rt/rw hnya mncatat data sodara/kerabat sendiri.","Selesai","Kabupaten Brebes"
"kenapa saya tidak mendapatkan dana Bansos,,di selewengin kemana kira kira dana nya...","Selesai","Kabupaten Brebes"
"Tolong donk dicek kenapa bapak saya penerima program PKH tp sampai detik ini g pernah dpt. Hampir semua kampung saya jg begitu..Yg dpat yg kaya2 semntara km yg bnr2 ssh g dapet. (an Carmin lokasi Larangan Brebes)","Selesai","Kabupaten Brebes"
"Assalamualaikum wr wrb saya mau membuat laporan bahwanya saya tidak lagi bekerja di Jakarta karena akibat covid udah 2 bulan tpi kagak bisa mudik masih stay di sini mohon bapak gubernur untuk untuk membantu","Selesai","BADAN PENGHUBUNG"
"Mohon maaf pak ganjar... Saya satu rumah ada 3 KK, tapi tidak satupun mendapat bantuan. Sedangkan yang masih prawan dan bujang malah dapat, itu bagaimana ya pak?","Selesai","Kabupaten Brebes"
"Jln raya Bantarkawung,pakiringan Rt 01 Rw 03 Bantar lawung Breses Jawatengah. Pak saya mau tanya untuk bantuan desa katanya datanya di proses dari pusat ya pak bukan desa? Soalnya data awal saya dapat bantuan desa tapi pas pembagian saya tidak dapet katanya ada perubahan data dari pusat,apakah benar pak? Kami mohon pak jawabannya karna desa kekeh data tersebut pusat yg pilih meskipun dana dari desa","Selesai","Kabupaten Brebes"
"Slmt mlm pak, kulo perantau asal kabupaten Brebes. bgmna nh pak, ktnya perantau yg tdk mudik akan ada bantuan tp mna pak, smpe saat ini gk ada. kami tinggal di jkrt pusat. Kel. Karang anyar. Kec. Sawah besar. Rt. 06. Rw. 010..","Selesai","BADAN PENGHUBUNG"
"Assalamualaikum bapak..saya Tommy adrianto.. saya mohon ijin.untuk bisa dapat bantuan di masa covid 19 ini.karena dari pertama saya sama sekali belom mendapat bantuan..kondisi saya sudah tidak berkerja pak..Jl.pakijangan no.9 RT 01/07..","Selesai","Kabupaten Brebes"
"Assalammualaikum Wr. Wb Selamat malam pak Ganjar, izin bertanya Saya Fitri, saya mau mengajukan pertanyaan. 1. Bagaimana kebijakan pemerintah tentang larangan mudik? Di berita, mengatakan putar balik, tapi pada kenyataannya ada beberapa bahkan banyak yg bisa sampai ke rumah masing-masing. Ada juga yg tidak melapor ke RT/RT, bahkan tidak mengisolasi diri selama 14 hari. Tindakan tegas seperti diberita di tahan 1 tahun atau denda 100jt seperti hanya angin lalu. Jika memang di Kota warga Jawa Tengah sudah di PHK atau tidak berpenghasilan seharusnya sudah dari awal mereka kembali ke kampung halaman. Tapi sampai saat ini masih ramai masyarakat berbondong-bondong untuk kembali ke kampung halaman. Entah apa tujuan mereka. Apa benar alasan PHK atau sudah tidak berpenghasilan, atau karena urusan lain? Surat keterangan dari Perusahaan, bahkan surat kesehatan sekarang mudah untuk di dapat hanya dengan mengeluarkan selembar kertas. Mohon tanggapan dan tindakan tegas bapak, untuk masalah ini. Supaya masyarakat bisa kembali berkumpul dengan keluarga, dan mencari rezeki. Terima kasih, Wassalammualaikum Wr. Wb","Selesai","Kepolisian Daerah Jawa Tengah"
"Pak gubernur saya hampir ga bisa bayar listrik bulan ini karena naik nybesar sekali . Listri 900 biasa bayar 200 rb kadang lebih itu SDH sangat beban bagi Kel saya karena TDK punya penghasilan tetap. Bulan ini sy cek malah 350rb saya bingung pak cari uang dari mana untuk membayar. Kemaren ada program listrik yg 900 bayar hanya 50 persen saya bungah mendengar bagi Kel saya tidak berlaku. Tolong pak gubernur gimana caranya biar saya jg dapat diskon. Makasih sebelumnya ya pak gubernur yg baik hati yg selalu berpihak kep rakyatnya.Tuhan memberkati pak.","Selesai","DINAS ENERGI DAN SUMBER DAYA MINERAL"
"Pak suami saya kena phk tp blm prnh dpt bansos pak apa msh bsa didata pak saya dikmpng jga gak ada pendataan bansos pak tlong dibantu pak ank saya 2 pak","Selesai","Kabupaten Brebes"
"selamat malam min ingin mengucapkan terimakasih atas respon bantuannya terkait pertanyaan saya di waktu yg lalu...dan langsung diklarifikasi oleh pihak terkait bahwa hal tersebut tidak benar adanya selamat bertugas dan sehat selalu","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"Saya perantau asal brebes pak ganjar,tggal d bekasi saya udh 2 bulan lebih di rumah kan dan belum menerima bantuan berupa apapun pak, saya di sni ngntrak udh 2 bulan belum bayar saya mnta nasib saya d perhatikan.saya udh gak ad tabungan sama sekali mohon dengan sangat pak ganjar utk d tindak lanjuti,atas prhatian ny saya ucpkan trima kasih....","Selesai","BADAN PENGHUBUNG"
"Pak Ganjar, kapan TPG guru SMA di cairkan ? kan SD & SMp sudah","Selesai","DINAS PENDIDIKAN DAN KEBUDAYAAN"
"ndrek takled niki pak ,,,,knp saya nggk pernh dpt bantuan apa pun ,,,,,mohon d informsikn krna yg d daerah tonjong saya nggk pernh dpt ,,,,,knp ,,pa kh saya bukn warga legal ,,,dimn keadilan ,,,","Selesai","Kabupaten Brebes"
"Assalamualaikum wr.wbr Untuk kedua kalinya saya mengajukan permohonan kepada Pemrov Jateng, karena permohonan saya yg pertama belum di tanggapi sama Dinsos. Saya seorang pemain dangdut yg usahanya benar"" mati total akibat covid 19. Saya mohon di bantu kebutuhan saya buat sehari hariny. Kepada siapa saya harus memohon bantuan kalau bukan ke pemrov dimana saya tinggal. Terima kasih buat Bp Gubernur saya : Ganjar Pranowo.","Selesai","Kabupaten Brebes"
"selamat siang pak gubernur ,,,knp saya nggk pernh dpt bantuan apapun,,,mohon d tinjau perangkt desa tonjong rt 02rw 10 terima kasih,,,","Selesai","Kabupaten Brebes"
"Assalamualaikum warahmatullahi wb slamat soree Bapak Ganjar ku yang terhormat maaff kemarin kan di desa sya banyak yang dapet bantuan BLT tapi mengapa sya gak dapet bantuan? Pak pdahal sya orang biasa aja Mma di Cirebon Bpak udah gak ada hidup sya di kampung sendiri an makan kadang Saya bingung pakkk Gak ada pemasukan.. berharap ada bantuann dri pemdes karang bale desaku ehh ternyata malah sya gak dapet bantuan pakk ...tolong banget buat pak Ganjar sya Bener2 mengharapkan kepada bpakk biar sya dapet bantuan dri pemerintah .kalo bapak gak percaya silahkan cekk rumah ku ini alamat di desa karang bale cuplika RT 02 rw01 larangan brebes terima kasihh ???? wassalamu'alaikum warahmatullahi wb","Selesai","Kabupaten Brebes"
"Petugas perempuan di kecamatan bulakamba yang melayani kependudukan parah, ora becus ngelayani, ditelpon ora iya ora mbuh. Orang kaya gini pecat aja! Ditelpon ngangkat sambil cekikian","Selesai","Kabupaten Brebes"
"KINERJA DINAS CAPIL DAN KECAMATAN UNTUK PELAYANAN ONLINE SEPERTINYA TIDAK NIAT.. TERLALU MENYEPELEKAN DUCUMENT KEPENDUDUKAN.!!! SAYA SEBAGAI WARGA NEGARA INDONESIA SEDIKIT MENYESAL KARENA KALAU MENGURUS DOCUMENT KTPEL KK AKTA DLL SERBA SUSAH... KALAU DATANG LANGSUNG ADA UANG BARU CEPET DI URUS, TOLONG DI TINDAK LANJUTI UNTUK KELUHAN SAYA BAPAK/IBU YANG TERHORMAT. NOMER ANTRIAN TIDAK DI BERIKAN SAYA SURUH HUB POS INDONESIA SEDANGKAN COD POS INDONESIA PERLU ISI DATA DAN NOMER ANTRIAN.. SAYA MENGURUS 2 KTPEL PUNYA ADIK SAYA DAN PUNYA BAPAK KARENA NIK BAPA BERBEDA DAN SUDAH SAYA DAFTARKAN DI PELAYANAN VIA WHATSSAP","Selesai","Kabupaten Brebes"
"Assalamualaikum, Yth, Bpk Ganjar Pranowo. Gubernur JATENG. .. Nama : ADUNG Pekerjaan : Guru SD 04 Bojongsari, desa Bojongsari, kec. Losari, kab. Brebes, JATENG. => sudah mengabdi selama 34 tahun menjadi guru (PNS) sejak tahun 1986, usia sekarang 56 Tahun. Mohon sekiranya untuk diperhatikan & dibantu pak Gub, karena belum mendapat SERTIFIKASI.. Pada tgl 2 januari 2018 saya sudah pernah lapor via Lapor Gub, kemudian yang bersangkutan sudah dipanggil ke UPT kecamatan hanya saja blm ada hasil. Hari ini saya lapor kembali ke pak gub, mohon beri perhatian dan arahan serta solusinya untuk guru saya ini hingga tuntas dan harapannya bisa dapat sertifikasi untuk keperluan anak-anaknya bersekolah. ini murni inisiatif saya sendiri untuk lapor ke njenengan pak Gub.. Mohon sekiranya pak Gub bantu kawal & pantau. Sukur alhamdulillah, dengan kuasa Allah pak Gub bisa mapir ke tempat sekolah Guru saya. kutipan yang saya ingat terus dari guru saya : "" jangan menuntut kepada negara, berikan apa yang bisa kita berikan kepada negara ini"". Matursuwun pak Ganjar. .. ttd, Dinar Hasim Nurhadi Kusumo S.T, MM.","Selesai","Kabupaten Brebes"
"Brebes, terlangu wetan rt 01rw 02 kecamatan Brebes Kabupaten Brebes, Assalamualaikum bapak gubernur ganjar pranowo saya novita dari Brebes mau tanya soal pkh yang di bagikan kepada kategori lansia, disini saya mau bertanya sama ibu bupati , simbah saya dapet bantuan pkh dari pemerintah kategori lansia yang berupa uang, dari bulan januari sampai april itu tidak ada petugas yang ninjau ke rumah saya dan pada bulan mai saya mengecek dari database simbah saya ada nomer peserta pkh lalu saya posting kan ke Facebook 2hari kemudian petugas datang kerumah bersama ketua pkh didesa lalu saya disuruh ngecek atm KKS dan ternyata ada uang senilai 1.403.903 saya ambil 1.390.000 pembuktian struk saya kasih ke petugas pkh yang bernama pak sobirin. Lalu saya prin ke bank bni lah hasil yang seharusnya di terima simbah saya senilai 2,254.165 juta baru di terima senilai 1.390.000 sisa senilai 850.262 dari pihak bank dan petugas pkh katanya ada kesalahan sistem dan uang yang 850.262 tersebut di ambil pemerintah. Apakah itu bener bu mohon tanggapan dari bapak gubernur yang terhormat","Selesai","Kabupaten Brebes"
"Asalamualakum pa ini saya mau nanya....?kenapa di desa saya yang dapat bantuan BLT dana desa dampak covid 19 rumahnya ada stiker miskin nya....apa kah ini prosedur dari pemerintah apa gimana pa mohon pencerahanya.trimaksih sebelumnya pa","Selesai","Kabupaten Brebes"
"Yang terhormat gubernur jawa tengah pak ganjar pranowo.. Pak saya mau mengajukan pengaduan untuk masalah pajak kendaraan saya. Saya dulu beli motor dr tangan kesatu pemilik pertama motor kendaraan yg saya beli jd saya pihak ke2.saya pernah menunggak pajak tahunan kendaraan motor saya selama 1x tp pas mau bayar pajak disamsat nomor kendaraan motor saya kena blok dr pihak samsat tanjung(Brebes) bilang nanti klo mau bayar pajak dibuka lg tp harus bayar tambahan senilai 100rb buat buka blok nmr kendaraan motor saya pak. Terima kasih pak gubernur jawa tengah pak ganjar pranowo saya minta supaya motor kendaraan saya dibuka blok nmr kendaraan supaya nanti klo bayar pajak tidak dikenakan uang tambahan. Nomor motor saya G 3419 YJ","Selesai","BADAN PENGELOLA PENDAPATAN DAERAH"
"Assallamualikum pbk gubernur yg terhormat saya warga jateng,kabupaten Brebes. saya tinggal d bekasi Timur RT 02 RW 05 bojong Rawa lumbu saya mau minta belas kasiannya pbk gubernur,saya di sini belum ter sentuh bantuwan sedikit pun,ga dari jawa barat/jawa tengah terimakasih wasalam","Selesai","BADAN PENGHUBUNG"
"Jalan menuju desa negarayu rusak parah pak, hampir sudah tidak aspal nya lagi tinggal batu-batu. Mungkin karena banyak truk yg mengangkut batu dari luar desa. Mohon untuk segara diperbaiki pak karena rusak sudah lama","Selesai","Kabupaten Brebes"
"mohohon batu kami bpk gubernur yg ada d bekasi","Selesai","BADAN PENGHUBUNG"
"assalamualaikum.. saya mau konfirmasi atas laporan saya..sampai detik ini belom ada respon/belom mendapat kan bantuan apa pun dari pemerintah..mohon sekiranya bisa di bantu untuk keluarga saya.. karena suami saya posisi di Jakarta tidak bisa pulang kampung..sudah tidak kerja juga..terimakasih","Selesai","Kabupaten Brebes"
"sy terkena imbas pandemic covid-19, dan kini masih bertahan di jakarta,tidak bisa mudik sebagai bentuk dukungan pemerintah membatasi laju penyebaran covid19, tapi saya belom sekalipun mendapat bansos dalam bentuk jenis apapun, padahal kendala sy banyak, kontrakan terus berjalan, kebutuhan sehari2 terus berjalan, tempat usaha saya d tutup, mohon pertimbangan,y sebgai warga jateng.. trimakasih.","Selesai","BADAN PENGHUBUNG"
"saya mengipokan bah ibu saya seorang janda yg tidak puya penghasilan,dan ibu saya cuma ikut adik perempuan saya tapi ada bantual BLT ko tidak dapat sedangak adik saya juga tidak puya penghasilan tetap moho untuk di tindak lanjuti.apa lg sekarang ga pya apa","Selesai","Kabupaten Brebes"
"saya mengipokan bah ibu saya seorang janda yg tidak puya penghasilan,dan ibu saya cuma ikut adik perempuan saya tapi ada bantual BLT ko tidak dapat sedangak adik saya juga tidak puya penghasilan tetap moho untuk di tindak lanjuti.apa lg sekarang ga pya apa","Selesai","Kabupaten Brebes"
"kelurahan plompong desa gempong rt7rw6.saya melaporkan bahwa ibu saya seorang janda dan tidak berpenghasilah dan selama ini masih hidup numpang sama adik saya,kena ibu saya tidak di kasihBLT sama pak gupenur sedangkan tetanggaya puya penghasilan,suami ko dapat BLT mohon doi tindah lanjuti bwat ibu saya yg ber nama RAPIMAH .moga di kasih BLT pak gupenur","Selesai","Kabupaten Brebes"
"Mf pak ganjar sy warga brebes yg msih di jkt timur sy tida dpt bantuan dr bapa.dr awal sy sudah coba daftar tpi tpi tida bisa no kk dan nik yg sy masukan sllu nihil... Imbasnya giliran bantuan datang sy g dapatl,sedangkan sy sebgai penjual Kaki lima sy sngt terdampak dan sy juga sudah ikuti anjuran pemerintah untuk tida mudik...tolong bantu pa","Selesai","BADAN PENGHUBUNG"
"saya warga tinggal di bekasi dan tidak ada bantuan.saya bingung mau mudik ndak","Selesai","BADAN PENGHUBUNG"
"pak ibu saya janda tidah berpenghasilah tidak dpt BLT mohon bantuaya Nama rapimah desa gempong plopong rt 7rw6 kecamata sirampog kelurahan plopong","Selesai","Kabupaten Brebes"
"Pak ganjar yang terhormat saya sekarang stay di jakarta memutuskan ga pulang kampung di karnakan covid 19,saya merantau di jakrta sebagai pegawai harian saya lihat di berita ada bantuan dari propinsi jawa tengah tp ko sampai sekarang tidak ada pa saya tinggal di kelurahan durikepa kebon jerukjakrta barat trs trang pa keadaan saya disini susah bekerja pun susah mohon bantuan nya pa uang sekarang tinggal 25 ribu blm bayar kontrakan listrik dan lain lain pa saya tidak pernah cerita ke keluarga di kampung sya takut mereka cemas malah jadi pikiran saya mohon pa supaya bantuan sampai ke sini terimakasih","Selesai","BADAN PENGHUBUNG"
"Pak ganjar yang terhormat saya sekarang stay di jakarta memutuskan ga pulang kampung di karnakan covid 19,saya merantau di jakrta sebagai pegawai harian saya lihat di berita ada bantuan dari propinsi jawa tengah tp ko sampai sekarang tidak ada pa saya tinggal di kelurahan durikepa kebon jerukjakrta barat trs trang pa keadaan saya disini susah bekerja pun susah mohon bantuan nya pa uang sekarang tinggal 25 ribu blm bayar kontrakan listrik dan lain lain pa saya tidak pernah cerita ke keluarga di kampung sya takut mereka cemas malah jadi pikiran saya mohon pa supaya bantuan sampai ke sini terimakasih","Selesai","BADAN PENGHUBUNG"
"Asalamualaikum. Bapak gubernur yang terhormat. Saya maunanya apakah bantuan cofid19 /sosial semua dapat. Soalnya di desa saya banyak yang belum dapat padahal warga setempat sangat membutkan bantuan itu saya mau tolong sama bapak segera di tindak. Ngapurane bapak gubernur dan terima kasih wasalamualaikum.","Selesai","Kabupaten Brebes"
"Banyak sekali yg belum dapat bantuan covid19 .itu caranya gmana supaya bisa mendapatkan bantuan tersebut.","Selesai","Kabupaten Brebes"
"Saya mau melapor tentang bansos Dana desa. Daftar dari provinsi suami saya terdaftar mendapat Dana desa sebesar 600.000,, karena suami saya pekerjaan hanya pedagang keliling,,, pas hari H nya ternyata data tersebut sudah tergantikan,, Dan yang saya sangat kecewa kenapa seorang guru (honorer) dapat bansos Dana desa. Apakah dari provinsi yang ganti apa dari aparat desa nya pak?? Kenapa seorang guru honorer lebih diutamakan dari pada pedagang keliling??? Terimakasih","Selesai","Kabupaten Brebes"
"Tolong periksa & geledah oknum perangkat desa yang bernama Romedhon,, dia terbukti alihkan bantuan sosial bedah rumah,BLT untuk keluarga & sodara sendiri. Sedangkan orang lain yg berhak tidak menerima apapun. BPK & KPK CEK segera.","Selesai","Kabupaten Brebes"
"Assalamu'alaikum pak gubernur.. Mohon maaf pak masalah bantuan.saya sebagai perantau yang saat ini gak pulang kampung.katanya di kampung jatibarang,brebes dapat semua,tp knpa keluarga saya gak ada yang dapat pak.mohon pengecekanya","Selesai","Kabupaten Brebes"
"Saya hanya ingin melaporkan kalau saya disini berdomisili di Kranji Bekasi tidak menerima bantuan apa2 selama dimasa pandemi covid-19 ini, Pak Ganjar Prabowo yang terhormat pekerjaan saya disini sebagai Ojek Daring/Ojek Online, penghasilan saya benar2 menurun drastis bahkan orderan kadang se hari 1 kadang sehari 2 pernah juga tidak dapat order sams sekali dlm seminggu, Tolong kami pa ganjar, bantuan dr pemerintah yg melalui RT setempat itu pembagian hanya orang2 yang terdekat Pak RTnya saja, Saya benar2 merasa memprihatinkan disini.","Selesai","BADAN PENGHUBUNG"
"Saya seorang tukang ojek online usia 41 th dan istri saya cm ibu rumah tangga punya 2orang anak yg msh SD,dan penghasilan saya tidak menentu,saya blm punya tmpt tinggal dan msh numpang orang tua,selama ini saya blm pernah menerima bantuan apapun dr pemerintah mulai dr tabung gas 3 kg,KIS,BLT,KIP utk anak sekolah apapun namanya sampai yg skrg pun saya blm menerima bantuan dan yg bikin miris malah orang2 yg mampu yg dpt bantuan,kepada siapa saya lg saya hrs mengadu mohon kiranya bapak gubernur mengajukan permohonan saya,terimakasih","Selesai","Kabupaten Brebes"
"Mf pak saat ini saya tinggal di Jakarta timur jln batu ampar 3, batu sari 2, RT:012/RW:002, no:16, thn ini saya g bsa mudik karena saya mematuhi peraturan pemerintah dan saya sayang keluarga,tpi sampe saat ini saya blm dapat bantuan sosial dari pak Ganjar,saya udah daftar tpi g bsa di kirim,cuma itu aja pengaduan saya...Terima kasih ... wassalam....","Selesai","BADAN PENGHUBUNG"
