Message,Status,Department
desa kedung bokor kec larangan kab brebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak gubernur apakah money politik dlm bentuk apapun tidak ada sangsi hukum nya dan kampanye golput jg tidak ada sangsi hukumnya dlm pelaksanaan pilkades soalnya ini terjadi di desa kami desa kedung bokor kec larangan kab brebes ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mengenai irigasi perairan pembagian tidak merata,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
maaf pak ganjar tolong masalah perairan buat lahan pertanian di daerah saya desa negla pembagian nya tidak merata ada laporan dari masyarakat tentang pembagian air fokus kepada petani bawang sedangkan petani padi tidak terairi saat ini petani padi kekurangan air padahal padi mulai keluar tetapi air tidak tercukupi bisa saja masyarakat gagal panen terimakasih pak ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pilkades bulusari juni banyak kecurangan dan warga banyak tidak dikasih surat undangan hak pilih coblos mohon untuk di investigasi ke lapangan pak gubernur,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
lapor pak di daerah desa sindangheula mengalami longsor dan ambles jalan menuju gunung lio salem sudah lebih dr tahun tapi belum ada perbaikan dr pemerintah daerah maupun pusat karena sebelah jalan adalah jurang jadi bahaya ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamu alaikum pak ganjar pranowo saya soti irmawati warga desa linggpura tonjong brebes saya mau curhat nih pa saya telah mengikuti seleksi pengisian perangkat desa untuk kasi pelayanan desa lingga pura alhamdulillah lolos peringkat pertama dan sudah diumumkan didepan khalayak termasuk camat tonjong polsek linggapura babinsa tonjong peserta tes dan kalau secara hukum sudah sah akan tetapi sampai saat ini saya belum juga dilantik setelah pengumuman hasil seleksi pengisian perangkat desa dan panitia sedang membicarakan tentang pelantikan tinggal nunggu tanda tangan kades kades tidak mau ttd dan tiba tiba camat mengeluarkan surat pembatalan hasil tes ini secara hukum tidak sah karena yang berhak mengeluarkan adalah panitia entah ada kepentingan apa pak kades enggan melsntik sya saya mohon bantuannya pak,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak aq mau tau apakah kalau bikin ktp harus menungu berbulan bulan pak mohon penjelasanya,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
blm bahagia pak jalan kabupaten di desa larangan kabupaten brebes rusak parah mengganggu kesehatan debu pekat mohon instruksi nya kepada pemkab brebes pak gubernur matur nuwun,Selesai,dinas pekerjaan umum bina marga cipta karya
mohon ditertibkan atau dirombak staf dan karyawannya samsat bumiayu masa pelayanan stnk kehabisan material dan disuruh nunggu bln tp menginformasikannya dgn santai yg membuat sy geram apalagi samsat kabupaten tetangga pelayanannya baik dan cepat gimana ini pak udah bayar pajak tepat waktu pelayanan ga bagus padahal semua pegawai dan aparatur dibayar dari uang kita rakyat juga harusnya logika bgini contoh bapak beli materai di kantor pos udah dibayar tp barangnya ga ada tp dijanjikan barangnya hari didepan gmn rasanya pak mohon ditindak lah oknum yg bikin resah alasan material habis itu sudah basi pak tulunglah,Selesai,badan pengelola pendapatan daerah
assalamulaikum pak maaf ganggu saya mau nanya apakah proses pembuatan e ktp di daerah bumiayu sedang ada kendala tentang blangkonya masih kosong hampir thn lebih istriku bikin e ktp belum jadi dr masalah kesalahan data smpe blangko nya kosong padahal istriku asli dr bumiayu tepatnya dukuh karang jati kecamatan laren ada yg bilang setelah pemilu pilpres blangkonya msih belum ada mohon bantuannya ya pak ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
sya mau tanya pak kalo bikin ktp tu brapa lama jadinya yah makasi,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
punten bapake daerah brebes yanag perbatasan sama cirebon jalanya masih jelek nyuwun sewu pak di cek,Selesai,dinas pekerjaan umum bina marga cipta karya
dukuh bligo rt rw desa lingga pura saya mengadukan tentang kelanjutan dari hasil tes pengisian perangkat desa linggapura kasi pelayanan dimana saya siti irmawati yang dinyatakan lulus sebagai kasi pelayanan dan sah diumumkan didepan umum camat babinsa polsek tonjong panitia tim penguji yang semuanya sudah menandatangani hasil tes tersebut namun entah alasan apa kades linggapura enggan menandatangani surat rekomendasi pelantikan saya yang sudah dibuat oleh panitia dan tiba tiba camat mengeluarkan surat pembatalan hasil tes yang mana dalam hal ini camat tidak ada kewenangan ada tanda tanya besar yaitu apa alasan camat mengeluarkan surat pembatalan atas dasar apa camat mengeluarkan surat pembatalan ada kepentingan apa kades linggapura enggan menandatangani surat rekomendasi pelantikan saya hingga masa jabatan kades habis pejabat sementara kades mengusahakan agar masalah pelantikan saya selesai agar nanti setelah kades baru duduk tinggal tandatangan ada masalah lagi yaitu ketua panitia enggan tanda tangan timbul pertanyaan besar kenapa ketua panitia enggan tanda tangan surat rekomendasi pelantikan padahal semua pihak terkait audah tanda tangan apakah karena kades yang baru adalah kades yang lama entah ada apa kepentingan apa mohon untuk ditindaklanjuti mohon untuk ditinjau dan disegerakan pelantikan saya terimakasih ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamualaikum pak gub selamat pagi saya ingin lapor masalah perbaikan jaln untuk desa larangan kec larangan kab brebes mohon segera di perbaiki karna di jalan itu untuk akses menuju ke kantor kelurahan dan kecamatan kalo musim hujan banjir pak gub trus sekalin bpk mohon untuk sidak kantor kec larangan,Selesai,dinas pekerjaan umum bina marga cipta karya
pak permintaan saya tidak muluk muluk saya cuma pengin punya e ktp setiap datang ke kantor kecamatan blanko selalu tidak ada terus jadi tolong pak sediakan lagi blanko e ktp di kab brebes karena di kabupaten dan kota kota lain di jawa tengah ini saya lihat lihat sepertinya ada blanko e ktp sedangkan di brebes tidak ada mohon bantuannya ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
di kabupaten brebes kecamatan banjarharjo masih banyak nomer nik ktp elektrik pembuatan masal tahun yang berbeda dengan nomer nik di kartu keluarga dimana setelah di cek di perbankan ternyata nik di ktp elektrik massal data tidak di ketemukan tetapi dengan menggunakan nik di kk data di ketemukan mohon di tindaklanjuti karena nomer nik di ktp elektrik itu sangat penting terutama di perbankan saran saya semua di provinsi jateng jg harus ditertibkan kasihan masyarakat yg tidak tau trims ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tlong pk gubernur jateng jln d kecamatan tonjong arah desa nagarayu kab brebes jalan y rusak parah mohon d perbaiki ,Selesai,dinas pekerjaan umum bina marga cipta karya
mohon maaf pak gubernur bapak ganjar mohon kiraya desa kami di perbatasan yaitu desa sarireja kecamatan tanjung yg udah bertahun tahun jalan nya rusak parah tolong di perhatikan potensi desa tersebu menghasilkan sayuran dan bawang merah brebes yg cukup lumayan,Selesai,dinas pekerjaan umum bina marga cipta karya
bikin ktp ga jdi nyampe males ngurus ny lg slalu jwbn ny blanko ktp abis stok trbatas tp knp sy trusuri sendiri klw ada uang pelicin ny langsung jadi mf saya melapor kya gnh krna sy dah geram ama sipil yg nakal,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assallamualaikum wr wb kpd bpk gubernur yg terhormat nama suwardiyanto alamat ds wanasari kec wanasari kab brebes saya mau ngeluh tentang e ktp saya bikin ktp udh mau th tp tak kunjung jadi pihah kecamatan berdalih blangko kosong mulu sampe saya males bolak balik ke kecamatan sedangkan saya rantau ke jkrt saya akui emang bikin gratis tp kenapa malah di persulit sedangkan kalo yg ngurus pihak kelurahan cuman minggu paling lama bln jadi itu harus bayar rb ini semua permainan pihak kecamatan atau gimanah ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
maaf pak gub kenapa ketersediaan blanko ktp sangat langka sekali di kab brebes ini yahh pak sudah bolak balik ke kantor kecamatan tapi respon nya komputer eror mengingat ktp sangat penting guna mengurus pekerjaan dan lain lain trima kasih pak gub sudah mau membaca ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
 bpjtegal ganjarpranowo klo betonisasi jln pantura brebes adl kewenangan anda maka slogan jalancantik itu bohong sudah saya laporkan berkali tapi sama sekali tak ada tindakan tadi pagi ada kecelakaan tunggal di ruas ini lagi lagi gara proyek betonisasi yang sembrono ,Selesai,dinas pekerjaan umum bina marga cipta karya
kepada yth bapak gubernur jawa tengah di semarang perlu kami sampaikan kepada bapak jatuh tempo pembayaran pajak motor saya hari senen tgl oktober saya baru bisa bayar tanggal oktober saya akui itu kesalahan saya walau kena denda ga jadi masalah karena masuk kas negara tpi yang saya sayangkan denda ktp nya sebesar kan itu ga masuk kas negara memang tidak ada ktp karena saya beli motor dari orang lain untuk itu saya mohon walau kena denda di masukan saja ke kas negara sekarang klu cuma satu orang sedangkan klu puluhan orang kan lumayan utk itu mohon di tindak lanjuti ws wb ,Selesai,badan pengelola pendapatan daerah
bapak ali mengadukan bahwa perpanjangan stnk di polsek paguyangan tidak bisa diproses dikarenakan blanko habis blanko akan tersedia kembali hari senin padahal ybs membutuhkan stnk untuk keperluan interview dihari senin mohon petunjuk apakah benar blanko stnk di polsek paguyangan habis dan baru tersedia lagi besok senin terima kasih,Selesai,badan pengelola pendapatan daerah
mohon maaf pak sblm y langsung saja ke pokok prmasalahan saya sudah bolak balik ngurus e ktp tpi blangko d kecamatan saya slalu kosong pdahal sya udah bikin satu tahun lebih smpe skarang blm jadi juga cma dapet suket dari capil yg brlaku bln ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
wilayah ketanggungan ke selatan jalannya juga dunk dipoles ndoro klo mudik serasa di medan offroad deh,Selesai,dinas pekerjaan umum bina marga cipta karya
 ganjar pranowo mau tanya pak masalah ktp elektrik masa iya udh hampri setahun blangko buat ktp gak ada kususnya wilayah brebes kecamatan ketanggungan tolong infonya pak ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak bikin ktp di brebes susah nya minta ampun sudah bulan nan blm jadi dan saya relakan ijin kerja untuk mmbikin ktp sudah bolak balik kali tpi alhsil kta nya blangko hbis nah heran nya kok masa setiap hri blangko hbis trus mohon mff pak klo ada salah kta sehat truus,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
lagi pengecoran jalan pantura ruas bulakparen cimohong tiap sore dan malam menyebabkan kemacetan beberapa kali masih terjadi kecelakaan gara nya ada beberapa titik di mana pembetonan tidak dilakukan mirisnya kesannya ditinggalkan pemborong begitu saja mirisnya tak ada tanda peringatan yg memadai bg pengendara semalam terjadi lg kecelakaan di jemb sijeruk bulakparen tolong turun ke lapangan biar anda tahu tingginya resiko terutama di malam hari khususnya di jembatan sijeruk dan di depan gudang bulog terima kasih ,Selesai,dinas pekerjaan umum bina marga cipta karya
diduga adanya pungutan liar yang dilakukan oleh aparat desa grinting kecamatan bulakamba kabupaten brebes provinsi jawa tengah kronologi aparat desa ingin membuatkan sertifikat tanah untuk warga tidak mampu dengan biaya rp ribu per sertifikat dijanjikan akan tertib sertifikat pada bulan agustus lalu namum hingga saat ini belum ada kabar sama sekali mohon ditindaklanjuti,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamualaikum pak gubernur mohon dipercepat dalam penerbitan blangko e ktp di kab brebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat malam pak ganjar mhn dapat dicek ketika pembuatan e ktp di desa banjarlor brebes karna e ktp no nya berubah tidak sesuai yang lama dan terkait status pernikahan pun gitu dari sudah menikah menjadi belum menikah alasannya karena istri belum pindah ktp brebes masih ktp jakarta karena hal ini ktp suami sy dgn status belum menikah menjadi disalah gunakan oleh suami saya untuk menikah lagi mohon dapat ditindak lanjuti ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mohon izin pak ganjar sy putra desa karang sambung wilayah kec losari kab brebes mo lapor situasi terkait sungai cisanggarung terutama kondisi tanggul mohon di pantau apalagi sekarang memasuki musim hujan jika tidak di perbaiki maka fatal akibatnya pak bisa jebol saya mohon perbaiki tanggulnya pak kami sudah bebrapa kali mengadu ke anggota dewan tapi tidak ada tanggapan atas perhatiannya kami ucapkan terimakasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamualaikum warahmatullahi wabaraktuh ijin lapor pak ganjar pranowo mohon dengan sangat prihatin kejadiannya di desa saya sendiri yaitu beralamat di desa jemasih kecamatan ketanggungan kabupaten brebes semua bantuan dari pemerintah pusat dan daerah hanya di kuasai oleh oknum oknum pamong di jajaran desa jemasih dan sangat di sayangkan sekali dimana penerima kip kis dan bantuan lainnya itu di terima oleh warga yang bisa di katakan mampu sementara warga yang tidak mampu tidak mendapatkan bantuan apa apa dari pemerintah kan sangat miris dan ada pungli juga dari petugas kordinir penerima bantuan kepada warga dan sangat di sayang kan dengan keadaan ini tidak ada perhatian terhadap hukum yang pasti seolah benar benar saja kemudian dari pada itu masalah infrastruktur yang sangat tidak sesuai dengan real yang ada di lapangan dimana anggaranya besar tetapi tidak sesuai dengan apa yang ada dan yang sangat miris nya yang menjadi pekerja juga bukan dari warga desa jemasih tsb dan kami ingin semoga bapak bisa memperhatikan sistem birokrasi kependudukan dimana ketika warga mau membuat e ktp dan surat lainya itu sangat susah dan menunggu bertahun tahun dan di desa jemasih ini tidak adanya transparansi anggaran dana desa mungkin ini saja yang bisa kami laporkan atas nama aliansi masyarakat peduli mohon kesediaannya bapak ganjar pranowo selaku gubernur untuk menindak lanjuti kami sampaikan terimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamu alaikum bpk ganjar pranowo pak ganjar mohon untuk marka jalan dri klonengan sampai arah bumiayu tidak ada pak trimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
tanggul kali gangsa bocor pak gub mohon di tindaklanjuti menghadapi musim penghujan kl bs normalisasi sunga jg revitalisasi tanggul spy tdk terulang banjir dr th dan yg sangat parah maturnuwun,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
tentang ektp hampir tahun ini ektp ku gak ada kabar mau jadi atau tidak dulu saya bikin sama istri habis lebaran kemarin ektp istri ku baru jadi tapi ektp ku kok tidak jadi orang yg bikin rekaman bareng sama saya waktu itu cuma bulan jadi istri ku baru jadi lahhh ektp aku kapan jadi nya mohon di tindak lanjuti ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolong proses e ktp diperbaiki pak biar cepat saya sudah tahun gak jadi e ktp ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak tanggul cisanggarung perbatasan jawa tengah jawa barat mohon untuk diperbaiki pak sudah hampir th pasca jebolnya tanggul yang mengakibatkan satu kabupaten brebes banjir besar dan belum ada tindakan apapun dari bapak sebagai gubernur apakah gubernur hanya ada bagi wilayah tengah saja pak sebentar lagi musim hujan pak mohon perhatiannya pak,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak maaf apa benar buat e ktp itu sampai bln itupun blm pasti jdi dgn alsn blanko dri pusat tidak ada tolong minta penjelasannya pak kec tonjong,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
desa bangbayang sekarang ini sedang resah dengan adanya wacana pembangunan waduk di kec bantarkawung dan katanya wacana itu sudah di setujui dari pusat apakah itu benar ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
selamat malam pak gubernur pak ganjarpranowo di desa bangbayang dan sekitarnya kec bantarkawung kab brebes tentang pembangunan waduk apakah benar lalu bagiamana keputusannya karena rumor tentang pembangunan waduk sekitar daerah kami sangat meresahkan warga sekitar jangan sampai lama keputusannya ditunggu segera sehingga warga dapat tidur nyenyak terimakasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak tolong rakyat kec bantarkawung kab brebes pak yg kabarnya akan dijadikan waduk kami sudah damai hidup disana pak tolong kami supaya rencana itu dibatalkan bakal ada ribuan orang yg kehilangan tempat tinggalnya pak bantu up,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalmualaikum pak ganjar pranowo sy warga jateng brebes salem mau menyampaikan aduan kenapa jalan raya bumiayu salem dari dulu masih aja rusak amburadul padhal itu jalan adalah akses utama dari kota menuju kecamatan salem kalaupun diperbaiki paling cuma sepotong ga total menyeluruh sampe daerh salem kalau saat musim hujan tiba jln berlubang dan bnyk genanagan air semenjak kepemimpinan bpk udh dua periode dan bupati idza periode juga blm ada perbaikan padahal kecamatan salem termasuk basis pdip yg bnyk menyumbang suara untuk bpk dan bu idza tolong ya pak ditindak lanjuti sekian dan terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
pekerjaan jembatan ciheuleut desa sindangwangi bantarkawung brebes jembatan belum bulan setelah jadi tapi jembatan sudah rusak pendasi miring dan tanah amblas jembatan itu dengan anggaran rp mohon pak dikaji ulang terimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
dari tahun ke tahun cuma bronjong dan bronjong warga ingin talud beton agar keamanan warga pinggir kalikeruh bisa terjaga untuk bupati bpk gubernur dan dewan dprd dprprov maen lah ke desa kami agar tau kenyataan yg ada di dk krjan kalierang kec bumiayu kab brebes prov jawa tengah sedia payung sebelum hujan tolong realisasikan keinginan warga sebelum terjadi hal yang tidak di inginkan sumber crez ex facebook bumiayu inibumiayu,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar pranowo apakah benar pembangunan waduk berkapasitas milyar kubik air di daerah brebes selatan kec bantarkawung sudah di acc pemda jateng dan akan segera direalisasikan pak soalnya rakyat sudah resah dan mulai demo ke kecamatan bantarkawung krena ada kabar berita seperti itu pak akan ada puluhan ribu rakyat yg terusir dari tanah kelahirannya sendiri pak mohon bantuannya terimakasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
saya sudah tahun bikin ktp ngga jadi jadi saya bekerja di jakarta tiap bulan saya ambil cuti kerja hari tapi pas ke kantpr kecamatan selalu habis blankonya,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjar terhormat kami sebagai warga bangbayang kec bantarkawung resah atas pembikinan bendungan bantarkawung kami tidak ingin tanah kelahiran kami di jadikan bendungan kenapa rakyat yg kena imbas nya sedangkan mata pencaharian kami lumayan di sini kami sangat menolak keras pembuatan bendungan di kec bantarkawung tolong dengar lah keluh kesa kami dimana kami sedang resah tolong tolak pak kenapa yg hidup mau di tenggelamkan sedangkan yg mati di laut aja di cari tolong dengar lah nasib rakyat mu terimakasih ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
asalamualaikum pak sebelumnya mohon maaf saya mewakili masyarakat kecamatan bantarkawung kab brebes izin lapor kami di beberapa desa kecamatan bantarkawung kab brebes sangat resah dan khawatir dengan adanya rencana pembangunan waduk di kec bantarkawung yang akan menenggelamkan beberapa desa aksi demo penolakan masyarakat telah terjadi dua kali minggu kemarin dan hari ini kami telah meminta kepada wakil rakyat kab brebes yang sampai sekarang belum ada jawaban dan kepastian kami sangat memohon kepada bapak selaku gubernur jateng agar pembuatan waduk di tanah kami di batalkan terimakasih wassalamualaikum wr wb,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar pranowo tolong urus masalah pembangunan bendungan bantarkawung brebes kami tidak mau tanah kelahiran kami dijadikan bendungan hari ini warga sedang melakukan demo penolakan dan bupati brebes kabur tidak menemui berdialog dengan perwakilan kami ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
asalamualaikum pak saya atas nama warga kecamatan bantarkawung kab brebes jawa tengah mohon bantuanya terhadap pembuatan waduk yang akan menenggelamkan beberapa desa di kecamatan bantarkawung mohon bantuanya terhadap masyarakat kec bantarkawung karna harus kemana lagi warga kami meminta bantuan terimakasih wasalamualaikum wr wb,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak ganjar badhe tangled niku issu bendungan teng kec bantarkawung kab brebes pripun saniki smpun rame demo njih kulo tiyang bantarkwung mtru nwun,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
kami sangatt menolak keras pembuatan waduk di kec bantarkawung dimana hati nurani mu para pejabat tinggi yg tenggelam di lautan aja di cari masa yg hidup di tenggelamkan yg terhormat pak ganjar pranowo tolong lah dengar keluh kesah kami kami sangat resah tanah kelahiran kami akan di bikin waduk tolak keras bendungan kec bantarkawung,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
kami warga bantarkawung kab brebes menolak keras pembangunan waduk bantarkawung tolong pa batalkan rencana pembangunan waduk bantarkawung tolakwadukbantarkawung,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
 ganjarpranowo mohon dibantu pak ktp el di kab brebes bangkonya selalu kosong sudah menahun problem ini petugas selalu beralasan apa tidak ada solusi kongkrit untuk memudahkan masyarakat pak mohon dibantu suwun ndoro ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
ternyata taun pun masih susah tuk mencari ilmu loh mas ganjarpranowo ini desa kalibannteng kec larangan kab brebes dah hari gk skolah di karnakn kaline banjir susah nyebrang sampan rusak jembatan drurat hbis di trjang banjir dn pemkab brebes sepertinya tutup mata ,Selesai,dinas pekerjaan umum bina marga cipta karya
gawe ktp elektonik wes tahun wiwit nganti akhir tahun uangele blass pak ganjar pranowo mbok ditulungi warga seng koyo ngene pemprov jateng piye solusine enek warga kangelan gawe ektp wes bertahun tahun aku ki warga jawa tengah lan aku bangga dadi wong jateng tapi aku sangat kecewa karo layanan ektp ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolong batalin pembangunan bendungan cipamali pak di brebes selatan krna itu dampaknya buat masyarakat sangat tidak baik dan kami masyarakat brebes selatan menolak keras tlng di perhatikan pak trm ksh,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pak gubernur saya mau tanya mengenai pad dari tanah bengkok itu sebenarnya bagaimana karena di lain pihak mengatakan bahwa kepala desa dan perangkat desa tidak berhak mengaku memiliki bengkok namun kenyataan yang ada kepala desa dan perangkat desa masih menyewakan bengkok secara individu bahkan bengkok eks perangkat desa yang sudah purna juga selalu disewakan tanpa ada kejelasan ini terjadi di desa kramat kecamatan jatibarang brebes semoga ditanggapi,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
saya bikin ktp dari th lalu blm jadi sampai sekarang desa winduaji kecamatan paguyangan kabupaten brebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
maff pak kenapa saya bikin ktp gak jadi jadi padahal sekarang apa serba katp,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pelayanan bayar pajak kendaraan di samsat tanjung dan pembuatan plat nomor polisi tahunan sekali di samsat brebes sudah cukup memuaskan bagi saya tertib cepat tdk ada pungli tetapi disisi lain pelayanan pembuatan ktp elektronik di wilayah kami kec kersana kab brebes sungguh sangat memalukan dan menyedihkan terlalu lama dari april s d des saya baru dapat e ktp itupun saya harus dengan cara yang tidak umum saya sangat kecewa dengan pelayanan seperti ini wahai pemprov jawa tengah terkhusus gubernur jawa tengah dengar dan lihat lah wargamu mengadu karena saya kadung dan terlalu cinta dengan jawa tengah maka perhatikanlah kami ternyata masih ada praktek korupsi penyalahgunaan jabatan dan kesewenang wenangan abdi negara asn di daerah kami kersana brebes jateng ,Selesai,badan pengelola pendapatan daerah
jalan dari cenang sampai songgom rusak parah berlubang kalau hujan banjir,Selesai,dinas pekerjaan umum bina marga cipta karya
pak ganjar pranowo sesekali tinjau juga jateng bagian brebes tegal purwokerto skalian pantau jalur pejagan songgom yang kbetulan pas kemarin saya pulang kmpung ko masih rusak aja yah,Selesai,dinas pekerjaan umum bina marga cipta karya
 ganjarpranowo aku hanya merasa aneh aja melihat fenomena e ktp di kec brebes kab brebes bikin e ktp secara prosedur pasti bilang nya belangko nya habis tapi klo nyuap lewat pamong desa atau orang kec rp ko langsung jadi ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak ganjar pranowo mau tanya itu jalan provinsi songgom ketanggungan mohon untuk di tindak lanjuti itu sekarang menjadi titik kemacetan,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat pagi bpk saya mau melaporkan kasus jebolnya tanggul sungai di desa karangbale rt rw kec larangan kab brebes katanya sih sumber dana pembangunan dr pusat pak blm lama di bangun tp sudah seperti itu kondisinya mohon di usut pak supaya bisa di tangkap pemborongnya yg sudah mengurangi jatah semen di bangunan itu ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
bpk ganjar pranowo yg terhormat kenapa blangko untuk ektp di desa kami tidak ada kami sangat membutuhkan blangko tersebut saya nunggu dari bulan kemarin pak mohon untuk segera di tindak lanjuti maturnuwun,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
sudah thn e ktp blm jdi dr pemkab brebes sndri cma bisa bilang maaf sj tdk ada tindak lanjutny lg mhon utk pemprov jateng di tindak lnjuti birokrasi di brebes sy bolak blik dtg ke kecamatan blm ada jawabn yg puas tetangga sy sblh rmh perangkat desa bisa cpt jdi e ktp nya lah sy org sipil biasa lama sekali smpe thn blm jdi periode pak jokowi jd presiden pelaku koruptor ny juga sdh di penjara masa iya e ktp ga becus ngurus nya apa harus ada uang pelicin buat pengurusan e ktp mhn ditindak lnjuti pak terimkasih ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
usul pak ganjarpranowo agar jalan bumiayu purwokerto dibuat lajur atau altrrnatifnya dibuatkan jalan baru dg lajur agar berkendara lbh nyaman klo itu jln nasional tlg diusulkan k pusat suwun pak ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pak gubernur saya susilo warga desa ketanggungan ijin melapor pak gubernur lampu penerangan jalan pertigaan jl ahmad yani dan jl kh mukhlas mati rusak ada dua lampu penerangan jalan yang mati rusak sudah sekitar bulan lampu rusak pak gub matur suwun ,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat malam pak ganjar mau tanya blanko e ktp di kecamatan tonjong masih belum ada pak dan suket saya sudah saya perpanjang kali ini dan terakhir saya ke kecamatan tonjong petugas di sana tidak bisa memberi jawaban pasti kapan blankonya ada buat apa pak gunanya elektronik kalau bukan untuk memangkas birokrasi kata bu risma terima kasih ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
saya melihat langsung politik uang saat pemilihan kepala desa,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mohon disediakan unit sepeda gowes untuk mobilitas satpam parkir rest area tol brebes km ,Selesai,dinas pekerjaan umum bina marga cipta karya
pak gubernur saya mau menyampaikan d kabupaten brebes tepat nya d samsat brebes masih d temui pungli bahkan calo pun masih ada momohon untuk d tindak lanjuti,Selesai,badan pengelola pendapatan daerah
