Message,Status,Department
bantuan kovid yg ko tida ada kabar lagi kemana yg lain udah full,Selesai,kabupaten brebes
selamat siang pak gubernur saya ingin menanyakan apakah ada bantuan hukum gratis untuk para karyawan yang ada di prov jawa tengah untuk mendapatkan seluruh hak nya saya mantan karyawan dari salah satu pt di tegal saya sudah resign bulan lalu tetapi gaji saya masih ditahan saya telah mengikuti prosedur perusahaan dari selama hari terhitung dari surat pengunduran diri tetapi setelah saya resign gaji saya masih ditahan dengan alasan yang tidak jelas mohon bantuannya pak terimakasih,Selesai,dinas tenaga kerja dan transmigrasi
asalamualaikum pak gubernur mau tanya soal bantuan dampak covid dari jenis bantuan dari pemerintah tak satupun saya terjaring sampai saat sekarang saya bukan orang mampu sangat terdampak covid aneh nya kk yg tidak mendapatkan nya termasuk saya sudah mencoba datang ke balai desa untuk pengaduan alasannya harus ada perubahan tp dari sekian penambahan kami tetep tak dapat apakah oknum oknum lah bingung arep ngomong apa maning wis bingung unek unek ora pernah di tanggepi suwun,Selesai,kabupaten brebes
maaf mau tanya kalau pajak kendaraan emang harus punya ktp yg bersangkutan ya sy urus sendiri ga bisa ditolak tapi yg sy heran kl lewat biro jasa calo di sekitar samsat bisa beda nya apa itu sdh berlangsung lama di samsat tegal dan brebes ,Selesai,badan pengelola pendapatan daerah
gedung sekolah dasar negeri waro kecamatan bantarkawung sampai saat ini belum di perbaiki dari tadinya jumlah kelas tinggal kelas yang layak buat kegiatan belajar mohon perhatianya pak gub sdah tidak layak,Selesai,kabupaten brebes
selamat siang saya muhamad ripai penerima bantuan covid yg dibagikan oleh bupati brebes dan bapeda pada bulan juni sebesar rp beliu berkata saat berpidato peserta penerima bantuan covid jpe ini akan di bagikan secara bertahap selama bulan ke depan dengan nilai rp bulanya yg akan saya tanyakan yaitu pembagian bulan pertama jatuh pada bulan juni kurang lebih peserta penerima dari kalangan ojol ojeg pangkalan pedagang kaki lima tukang becak dll untuk satu kecamatan brebes belum termasuk kecamatan lain nah bulan juli tidak ada pembagian lagi sampe sekarang bulan agustus katanya kali tapi kok sampe sekarang gak ada pembagian lagi yg bulan juli di kemanain ya kalo cuma satu dua orang gak masalah ini ratusan sampe ribuan orang kan lumayan kalo di kalihkan mohon infonya terimakasih,Selesai,kabupaten brebes
assalamualaikum wr wb mohon maaf pak gubernur saya ingin tanya untuk bantuan dana covid dr pemda yang sebesar ribu selama berapa kali dan mohon maaf kenapa atas nama saryu casiyah surip sumarni alfiyah dari larangan brebes rt rw kenapa dicabut dari penerima bantuan dana covid bapak padahal nama nama tersebut diatas tergolong orang yang kurang mampu dan sangat membutuhkan bantuan apa lagi sekarang ini mereka terkena dampak dari covid terima kasih,Selesai,kabupaten brebes
assalamualaikum wr wb selamat siang pa ganjar pranowo mw menanyakan masalah biaya abondemen utk air pdam wilyah kabupaten brebes kenapa biaya lebih mahal utk wilayah brebes biaya abondemen rp dan utk wilayah kota tegal rp yg membedakan ap y pa kenaapa beda padahal sama aliran airnya terimakasih,Selesai,kabupaten brebes
pak saya mau nanya kenapa proses dlm segala kepengurusan apapun di kecamatan bumiayu kok dipersulit lambat dan pelyanan sama sekali tidak ada keramahan saya urus kk ajh sampai bolak balik x brrti selama minggu ,Selesai,kabupaten brebes
assalamualikum wr wb selamat sore sebelmmnya mohon maaf pa ganjar pranowo mw menanyakan permaslah pembayaran air pdam wilayah brebes pasar batang kenaapa biaya abondemen lebih mahal nominalnya sedangkan wilyah lain sprt kota tegal cuma kenapa bedanya samapai mau ga di pkai bayarnya wilayah brebes permaslahan dmna mna ya ko bisa beda jauh di pengaruhi karena apa pa mohon penjelasan saya sebgai rakyat kebawah keberatan dengannya adanay biaya abondemen m segtu tolong di jawab dan kedepannha gmna,Selesai,kabupaten brebes
saya tidak menerima bantuan covid kenapa saya warga negara indonesia dan saya pun korban dari dampak covid juga,Selesai,kabupaten brebes
mf mas ganjar pranowo gmnh cara nya dpt bantuan yg perbulan nanti gaji sy gk smpe jt terus sy punya bpjs dari pemerintah mas tolong penjelasannya saya hidup di jakarta karena sy gk bisa pulang,Selesai,badan penghubung
mau tanya apakah kegiatan menjelang agustus di perbolehkan ,Selesai,kabupaten brebes
pak tolong sya pekerja serabutan di phk sudah lama menghidupi kepala ada anak sekolah batita tolong sejak pandemi saya sama sekali tidak mendapat bantuan apapun mengajukan bansos pkh pun ditolak krn katanya tidak ada daftarnya sama sekali padahal saya butuh untuk anak dan kesehatan sejak dphk sya tidak bisa setor bpjs kesehatan lagi krn saya sama sekali tidak diberi fasilitas kis gratis anak saya pun sama sekalj tidak pernah dapat kip sekolah di negeri tpi bayaran terus tllong pak gubernur direspon dong saya sudah komplain di ig di fb ga ada respon anda sama sekali makan in shaa allah bsa cari tapi saya mohon pendidikan dan kesehatan bisa pemerintah jamin buat saya sekeluarga semoga bapak sehat selalu dan benar jadi pemimpin yg mengayomi,Selesai,kabupaten brebes
kini petani di kab brebes sulit memperoleh pupuk bersubsidi terpaksa petani dengan diam membeli pupuk non subsidi tentu saja dengan harga lebih jauh info yang diperoleh sesungguhnya dinas pertanian kab brebes sejak bulan mei telah melayangkan surat permohonan penambahan alokasi ton ke kanwil jawa tengah,Selesai,kabupaten brebes
assalamualaikum wr wb madrasah ibtidaiyah hidayatul mubtadiin gunungsugih saat ini sangat memprihatinkan rung kelas roboh kiranya bapak berkenan menyalurkan bantuan untuk sekolah kami wasalamualaikum wr wb,Selesai,biro kesejahteraan rakyat
asssalamualaikum wr wb selamat pagi mohon maaf pa ganjar pranowo kenaapa laporan saya tdk di jawab berapa hri utk verifikasi dr pihak terkait terimakasih,Selesai,kabupaten brebes
kantor kecamatan sirampog blangko e ktp terlambat setelah blangko ada pencetakan tidak mudah mohon solusinya bpk ganjar pranowo yg saya banggakan,Selesai,kabupaten brebes
nyuwun sewu pak gub mengenai dana bansos kabupaten kenapa tidak adil dalam memberi bansos nggeh pak gub rb x itu aja jedanya sampai bulan lebih sedangkan dana covid yg pertama rb x untuk di daerah kami juga untuk bantuan pkh belum di tempelin penerima bantuan pkh apa karena banyak rt rt sebagian yang dapat pkh namun kegiatan program penempelan jadi lama maaf jadi nya berfikir negativ sedangkan apa yang saya sampaikan di sini sudah di ulanh namun tidak ada penanganan di daerah kami warga melaporkan ke lapor gub dan di teruskan ke dinas terkait namun penanganan dari dinas lelet ,Selesai,kabupaten brebes
assalamualaikum wr wb selamt siang maaf mengganggun yg saya tanyakan bukan biaya pemasangan baru tp biaya abondemen biaya kalau airnya tidak di pkai itu lebih mahal dr biaya abondemen tetangga di brebes sedangkn di kota tegal rupiah bedanya mau mendekati pertanyaan saya hitungan gmna pa terimakasih soalnya tidak di pakai otomatis meterannya tidak jalan kenaapa hrus bayar biaya abondemen sekitar mohon di jawab dengan jawban yg pas,Selesai,kabupaten brebes
assalamualaikum pak maaf saya mau menanyakan apakah ada rencana sekolah akan masuk normal minggu depan anak saya membawa surat pernyataan dari sekolah yg isinya meminta orang tua murid dari smp n ketanggungan brebes jawa tengah untuk menandatangani surat pernyataan mengizinkan anaknya masuk sekolah normal pada minggu depan mengingat kondisi pandemik cofid yg dari hari kehari makin meningkat mohon penjelasan nya pak ,Selesai,kabupaten brebes
kenapa laporanku tentang dana bntuan sosial pndemi tdk di follow up tindak lanjuti utk atas nm bpk fatkuri ibu sundari dan atas nm siti faizah dr desa banjaratma kec bulakamba mohon balasanya sbg tindak kerjasama antara komunikasi rakyat dn pemerintah,Selesai,kabupaten brebes
untuk daerah kecamatan bumiayu kabupaten brebes kenapa pembuatan kk dipersulit dan orang lain bisa masuk di kk keluarga saya saya sdh bolak balik bikin kk tapi alasan kurang ini kurang itu padahal semua udah lengkap saya coba tanya ke pegawai kelurahan kalilangkap suruh bayar itu suruh nunggu seminggu dan kelurahan kalilangkap sangat amat ketinggalan kemajuannya jalan rusak bantuan dr pemerintah telat dan tdk merata dan juga selalu ada potongan bntuan yg miskin janda tdk dpt yg dpt malah sanak family ketua rt dan pegawai kelurahan ,Selesai,kabupaten brebes
menanggapi email dari laporgub yg memperoleh info dri pihak kecamatan yg menyatakan klrg saya adalah klrg mampu sya aminkan pak sungguh dg begitu kriteria rakyat indonesia yg berpenghasilan rb an perbulan termasuk kriteria keluarga mampu dan yg berpenghasilan diatas jutaan adalah keluarga miskin mnp sya menyatakan begitu pada kenyataannya memang seperti itu bansos bansos yg ada kebanyakan yg menerima warga yg punya penghasilan tetap laporan saya sebelumnya menyatakan bhwa saya termasuk warga yg diphkitu terjadi th yg lalu dan dari th sekarang saya krja serabutan yg kadang sehari cm menghasilkan rupiah kadang nol kali menilai saya dg melihat rumah saya silahkan rumah saya cm luasnya m jk yg demikian senilai dg kriteria klrg mampu alhamdulillah saya aminkan semoga dimasa akan datang muncul pemimpin yg amanah dan adil capek pak koar juga pada buta semua,Selesai,kabupaten brebes
pa gubernur saya mau tanya apakah program kia kartu identitas anak masal berbayar di desa saya di pungut biaya rp anak kalau memang geratis tolong di tegur perangkat desanya pa desa gunungkarang kecamatan salem kabupaten brebes terumakasih desa gunung larang kecamatan salem kabupaten brebes,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolong pak ganjar disidak pelayanan di balai desa jam pagi aja sepi enggak ada pelayanan pegawai sekalian di kroscek sama warga desa tentang pelayanan desa ,Selesai,kabupaten brebes
selamat siang kenapa catatan sipil via online prosesnya malah lama ya pak sy pilih daftar via online karena jarak tempuh yg jauh dr rumah ke kantor capil kab brebes ,Selesai,kabupaten brebes
salam gub ganjar ini sy mau mnyampaikn got samping rumh orngtua sy di desa pesantunan wanasari brebes mhon tinjau skema aliran got ini sejak d normalisasi yg tidak memperhitungkn dengan benar kini aliran tdk mngalir sampah mngenang dulu prnh dkeruk hanya d samping rumh sj akibatnya alirn bermuara dsampng rumh dan alirn mlah bermuara k jalan utama desa rumah jd sarang nyamuk berbau kotor dan rumh kerembesan air comberan no sy ada d atas bsa dkontak ,Selesai,kabupaten brebes
assslmkm mohon maap p gub kebijakn bapak utk mengevaluasi ptm di kab brebes mrpkn kebijakn yg sgt tepat diikarenakn blm smua sekolah jnjang smp siap sbg tmbahan bapak mohon jg dilakukan swab scra masive bg para guru stlh ptm ini dilaksanakn dg ddmpingi oleh dinas kesehtan provinsi matur suwun,Selesai,kabupaten brebes
layanan capil online kab brebes lambat sekali respon sangat lambat sialan sekali sepertinya kab brebes ga niat pakai layanan online ,Selesai,kabupaten brebes
semoga layanan capil online kab brebes makin baik respon cepat tidak lambat untuk sekarang sangat lambat sekali sudah seminggu lebih nunggu proses surat kedatangan tidak kunjung selesai mungkin saya harus pakai calo supaya mempercepat proses dari pada menggunakan layanan online yang responnya sangat lambat ,Selesai,kabupaten brebes
pak bagai mana caranya saya bisa mendapatkan bantuan dari pemerintah lewat bantuan jt untuk para umkm mikro saya pedagang keliling tapi di luar provinsi lantas bagai mana saya mendaftarkan diri ,Selesai,dinas koperasi dan umkm
tolong pak saya dapat kiriman paket barang dari afghanistan padahal saya tidak pernah membeli apapun posisi barang tertahan di bali dan belum terbayar apabila tidak diambil akan dilaporkan ke ojk saya kurang paham pak saya di desa wanatirta kec paguyangan kab brebes harus bagaimana ini pak ,Selesai,kepolisian daerah jawa tengah
selamat pagi lapor tunjangan insentif kader posyandu tahun yang biasanya dialokasikan dari dana desa sebesar ribuan per kader tahun untuk tahun ini ditiadakan dengan alasan dari pihak pemerintah desa yaitu anggaran habis untuk penangan covid mohon tindak lanjutnya ,Selesai,kabupaten brebes
sudah bayar pajak pbb via tokopedia online laporanya berhasil saya masih ada bukti pembayarannya tapi masih ditagih sama petugas pajak di kampung apa petugas pajak dikelurahan kurang update ya laporannya kesiapa adakah yang bisa bantu,Selesai,kabupaten brebes
assalamualaikum wr wb maaf pak ganjar jika saya mengganggu waktu bapak saya hanya ingin melaporkan atau mengadu tentang perbaikan talud yang rusak akibat diterjang banjir bandang yang belum terealisasikan sudah tahun lebih setelah banjir bandang terjadi namun talud ini belum juga di perbaiki padahal banyak anak anak kecil naik sepeda yang saya khawatirkan takut ada anak yang jatuh kebawah kan kasian pak kasian anaknya kasian keluarganya pak soalnya tidak ada penghalangnya karena untuk lewat mobil lokasi atau letaknya tepat di desa kalierang bumiayu brebes jawa tengah di samping masjid al istiqomah saya juga khawatir jika ada banjir besar lagi longsornya akan memakan badan jalan dan saya mau melaporkan aduan ini baru satu oh pak ganjar pranowo saya mohon jika bapak berkenan untuk meninjau lokasi silahkan pak dan banyak warga yang mau turun kesusahan karena akses tangga kesungai pakainya batu batu yang di ditata dan ditindih dan ditumpuk dulu ada akses tangga kesungai tapi sudah hanyut pak dan saya mohon untuk perbaikannya nanti menggunakan alat berat pak jangan tenaga manual atau tenaga manusia saya mengajukan ini karena kepentingan bersama pak sekali lg saya mohon maaf yang sebesar besarnya kepada bapak ganjar pranowo dan terimakasih atas waktu luangnya ya pak ,Selesai,kabupaten brebes
selamat siang bpk gubernur dari sekian banyak bansos terkait covid maupun bukan kenapa keluarga saya tak satupun mendapatkannya saya juga warga negara seperti yang lainnnya seperti tetangga kanan kiri saya pak mohon ditindaklanjuti pak terimakasih,Selesai,kabupaten brebes
tolong kepada pihak yg berwajib untuk bantuan covid di desa saya pembagiannya tidak merata saya ibu rumah tangga punya anak balita saya juga terkena dampak covid suami saya gak kerja kenapa saya tidak mendapatkan bantuan apa yah sdngkan yg kaya pada dapet sudah lapor rt rw belum juga di urus sampe sekarang bikin masyarakat pada iri hati karena pembahianyya tidak merata mohon di tindak lanjuti pak ganjar yg terhormat ,Selesai,kabupaten brebes
assalamualaikum pak pak saya pedagang kaki lima di bogor kena lock down ko gak dapet bantuan,Selesai,badan penghubung
asalamualaikum pak gubernur bagaimana ini kok pupuk di brebes akhir ini sulit sekali saya sebagai petani bingung tolong pak distabilkan lagi,Selesai,dinas pertanian dan perkebunan
kapan ada trans jateng untuk daerah provinsi jawa tengah bagian barat khususnya brebes pak termasuk untuk akses dari bumiayu brebes dan brebes tegal,Selesai,dinas perhubungan
assalamualikum pak gubunur salam sehat slalu yang stiap live sya ikuti trus mhon perhatiannya pak kpda guru y msh honorer atau gtt karna cma mendapat gaji kecil cma tdk dapat blt stdknya mendapatkn kuota internet pak karna cma pns sja y mendapat kuota masalah tugas guru gtt jga ikut ambil andil di masa pandemi ini pak dan sya smpaikan karna istri sya sendiri seorg guru y msh gtt skali lagi mhon perhatian dan pertimbanganya pak maturnuwun alamat sd sd mayana desa legok kec bantarkawung kab brebes jawa tengah,Selesai,kabupaten brebes
pada hari ini istri saya dibawa ke puskesmas kutamendala jam untuk proses persalinan anak ke karena harus melakukan tindak lanjut maka puskesmas merujuk ke rumah sakit terdekat akan tetapi rumah sakit didaerah bumiayu menolak dengan alasan kamar penuh dan dokter tidak ada saya rasa ini alasan yang tidak relevan terpaksa kami membawa istri ke rs harapan sehat yang biaya tidak bisa rujuk ke bpjs alias bayar pribadi karena proses sesar maka membutuhkan dana jt rupiah padahal besar harapan bisa menggunakan bpjs ternyata rumahsakit sebelumnya menolak jadi saya merasa hak saya sebagai anghota iuran bpjs kelas yang tiap bulan harus membayar tidak seimbang dengan pelayanan yang didapat sekarang saya bingung harus mencari dan jt dari mana sementara kerjaan belum jelas untuk perhatiannya kami ucapkan terima kasih,Selesai,bpjs kesehatan
tolong pak diadakan razia knalpot motor di daerah banjarharjo terutama dr daerah pasar polsek suara sangat menggangu wargaa sama diadakan operasi motor pada malam hari ,Selesai,kepolisian daerah jawa tengah
assalamualaikum pak mohon maaf sebelumnya mengganggu waktu bapak saya eka kartikawati wati dari bumiayu jawa tengah pak sodara pak suudi saya ada kasus masalah balik nama sertifikat tanah di kelurahan jatisawit bumiayu kabupaten brebes beliau sudah mengurus balik nama sejak tahun tgl november tapi sampai sekarang belum jadi bahkan sewaktu ditanya dikantor perpajakan nama belum berubah dan data pun belum masuk sedangkan pembiayaan sudah di berikan semua ke petugas kelurahan jatisawit bumiayu atas nama hilman sebesar rp saya kaget pak karna sewaktu saya urus balik nama orang tua saya pun tidak sebesar itu cuma berapa ratus ribu saja jadi disini saya coba bantu untuk meneruskan nya ke bapak supaya segera ditindak lanjutin karna setiap di tanya yang bersangkutan petugas kelurahan jawabnya belum jadi terus sampe sekarang dan sudah dilakukan pengukuran ulang dan itu ada biaya lagi dibulan januari katanya ongkos pengukuran tapi sampai sekarang belum juga jadi katanya mau di tanyakan ke bpn mohon bantuannya pak supaya bisa di tindak lanjuti terimakasih banyak berikut saya lampirkan bukti kwitansi bermaterai wassalamualaikum wr wb ,Selesai,kabupaten brebes
assalamualaikum wr wb pak ganjar perihal wilayah brebes yang luas ini aku mohon berilah akses transportasi massal semacam brt supaya dari brebes barat ke timur bisa dijangkau dgn mudah dan murah sebaliknya dari bumiayu ke brebes kota bisa dijangkau dgn aman dan murah mungkin hnya ini yang akan mempermudah masyarakat brebes untuk berpergian dengan aman dan murah apalagi sekrang banyaknya pekerjaan pt pastinya butuh transportasi yang murah dan aman terimakasih,Selesai,dinas perhubungan
laporgub pujipamungkas covid di daerha saya lg senter berita ada salah satu warga yg terkena covid dan sudah beredar surat dari dinas kesehatan yg menyatakan org trsbut positif dari hasil swab tapi kenapa penanganam dari dinas terkait sangat lamban dan sama sekali seperti dibiarkan begitu saja yg mengakibatkan warga disekitar resah dan sangat ketakitan terimakasih sebelumnya bapak gebernur ,Selesai,kabupaten brebes
assalamualaikum wr wb mohon izin pak gubernur semoga selalu sehat dan dalam lindungan allah swt saya ingin mencurahkan beban masalah saya selama pandemi ini saya bersekolah smk swasta di kab brebes dimana uang spp bulanan saya masih nunggak sedangkan akhir ini spp bulanan naik dua kali lipat yang membuat orangtua saya meradang karena dimana bapak saya usahanya sedang tidak lancar karena tidak adanya modal dan sering sakit dan ibu saya kerja serabutan menjual jajanan ringan sekiranya bapak bisa membantu saya dan keluarga saya dan mengasih solusi agar saya bisa tetap melanjutkan sekolah tanpa memikirkan beban biaya yang berat dan mencapai cita cita saya aamiinn serta agar keluarga saya bisa menjadi keluarga harapan bagi orangtua saya diusia tuanya terima kasih pak wassalamu alaikum wr wb,Selesai,dinas pendidikan dan kebudayaan
ijin bertanya pak terkait banpres umkm cara mendaftar bantuan tersebut bagaimana ya pak apakah di kab brebes bisa via online seperti dibeberapa wilayah jateng yg membuka pendaftaran via online minimnya sosialisasi terkait hal tersebut dari pemerintah setempat menjadi kendala informasi terkait hal tersebut terima kasih,Selesai,dinas koperasi dan umkm
 ganjar pranowo pak saya mau bertanya apakah sekolah smp sekarang boleh memungut uang perpisahan uang ijazah uang komitedan uang iuran unbk suruh di lunasi padahal kan unbk tidak jadi di smp negeri wilayah brebes masih memungut iuran perpisahan uang ijazah uang komite uang unbk dan kalau tidak bayar ijazah di tahan mohon penjelasannya pak karena di situasi seperti ini orang tua susah sekali ekonominya usahanya lagi ga berjalan pak terimakasih semoga bapak merespon,Selesai,kabupaten brebes
jl raya adisana bumiayu brebes tolong beri keadilan kepada ibu sya beliau sudah tua janda tidak ada rumah ngontrak bersama anak tidak pernah mendapat bantuan apa pun dari pemerintah saya hanya mohon untuk bisa gratis bpjs tiap bulan trmksh,Selesai,kabupaten brebes
saya mnerima sms dari bri tgl isinya telah mnerima banpres pum saya sdh validasi ke bank terdekat dan saya di sarankan menelfon bank awal pembuka rekening dan oleh bank bri awal pembuka rekening hanya diminta nomor hp nomor rekening dan nama asli saya konsultasi lagi ke bank bri dan di sarnkan menunggu proses selama hari kerja hingga sekarang tgl dana banpres pum blm bisa di cairkan mohon bantuan agar bri tidak mempersulit dana hibah bapak presiden,Selesai,dinas koperasi dan umkm
pak waduk malahayu di kab brebes mohon di keruk sedimentasinya sudah parah klo musim hujan cepat penuh sedangkan kl kenrau cepat habis waduk ini mengairi kecamatan pak,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
 laporgub jtg wilayah songgom brebes pupuk susah sekalipun ada dikirimnya tdk sesuai kebutuhan kasihan petani sudah masa pemupukan tp tidak ada barangnya apalagi sekarang sistem brilink petani tdk bisa beli pengecer pun kewalahan apalagi yg gaptek kalau pengecer salah sedikit langsung tegur dikasi sp katanya bisa dicabut status pengecer resminya karna yg mau banyak yg mau jd pengecer resmi banyak memang tp kalo barangnya gak ada apa yg mau dijual untungnya pun sngat sedikit kalau harga ditambah lgsg dilaporkan serba ribet,Selesai,dinas pertanian dan perkebunan
harga padi murah pa tapi pupuknya mahal malah ga ada yg jual giliran ada harganya melipat dari biasanya saya dri desa pende kersana brebes tolong di bantu dalam pengadaan pupuk padi terimakasih,Selesai,dinas pertanian dan perkebunan
asalamuallaikum pak ganjar mau nanya tentang dampak covid yang di rantauan yang seperti kami cuman kuli bangunan kalau tidak goyang ya tidak makan sedangkan di jakarta tempat kami cari rezeki psbb lagi ngga boleh kerja pulang kampung juga tidak boleh terus mau begimana nasib kami mohon solusi nya harus bagaimana bapak tolong kami bapak terimalasih fan easalamuallaikum,Selesai,badan penghubung
asalamualaikum pak bu salam hormat saya edi purwanto dari keluran adisana brebes jawatengah yang mau saya tanyakan kenapa pengadaan cctv perpustakaan digitat dengan nominal yang begitu besar yaitu juta kami sebagai masyarakat biasa sangat sangat prihatin dengan keadaan ini padahal secara logika cctv untuk di kelurahan dengangn nominal juta saja sudah lebih dari cukup,Selesai,kabupaten brebes
atap pasar rusak dan penanganan sangat lambat dari pihak pasar karna sangat pembahayakan pembeli dan pedagang mohon untuk di tindak lanjuti terima kasih ,Selesai,kabupaten brebes
masyarakat bumiayu kebanyakan tidak mematuhi protokol kesehatan minimnya informasi edukasi dan sosialisasi yg dilakukan pemerintah setempat membuat warga tidak memiliki kesadaran akan bahaya virus covid ibu mertua sy baru saja meninggal krn covid yang saya ingin laporkan adalah rs siti aminah membiarkan keluarga menemani pasien r isolasi tanpa apd dengan alasan tidak ada suster yang stand by keluarga sy otomatis terpapar rsud bumiayu membiarkan keluarga masuk ruang isolasi dgn apd kalau kebijakan seperti ini dilanjutkan maka akan banyak orang membeli apd dan memakainya berkali kali resiko covid tinggi masyarakat bumiayu minim pengetahuan mengenai cara mendukung pasien positive covid sehingga keluarga saya dikucilkan warga dan sempat ada penolakan pemakaman stigma bahwa covid adalah aib masih kental karena minimnya edukasi pemerintah setempat hari ini akhirnya diadakan sosialisasi mengenai covid dan bapak camat setempat mengundang bapak mertua saya yang berstatus positive covid untuk datang ke acara tersebut sangat disayangkan dan ini membuktikan bahwa perangkat desa bahkan belum memahami bahaya penyebaran virus ini mohon untuk segera ditindaklanjuti kami tidak ingin ada nyawa lain yang harus pergi karena kurangnya dukungan dan perlindungan dari pemerintah mau sampai kapan warga dibiarkan tenggelam dalam kebodohan ,Selesai,kabupaten brebes
saya kemarin rapid test dg hasil igg reaktif dan d rujuk ke puskesmas bumiayu untuk swab test tapi jadwal swab test nya blm psti kapan sambil proses menunggu saya di suruh isolasi mandiri selama proses isolasi mandiri keluarga saya tdk ada yg menanggung kebutuhan nya yg saya tanyakan saya harus bagaimana isolasi mandri dg resiko kluarga saya terlantar atau saya ttp bekerja dg resiko saya bisa menularkan,Selesai,kabupaten brebes
apakah pemasangan listrik pln di brebes ada kendala ya saya telp pln pusat katanya g ada kendala saya sdh bulan menunggu tapi katanya ada trouble d jawa tengah khususnya brebes mohon bantuannya karena sayang pengeluaran semakin membengkak harus cicil kpr dan membayar kontrakan sedangan saya perantauan matur nuwun,Selesai,dinas energi dan sumber daya mineral
mohon info jika saya ingin mengajak kemitraan petani untuk tanam jahe apakah ada bantuan untuk bibit nya lokasi di kecamatan bumiayu dan sekitarnya untuk hasil panen insya allah ada pabrik yang siap nampung,Selesai,dinas pertanian dan perkebunan
asalamualaikum pak saya rohadi dari prapag kidul rt rw kec losari kab brebes saya ingin mengadu pak ,Selesai,kabupaten brebes
di desa pesantunan kec wanasari kab brebes ada pungutan berkedok dana operasional pompa penanggulangan air bnjir yg akan kmbali di operasikan tiap rmh dimintai k apabila menolak memberi diancam tdk mendaptkn bantuan langsg tunai alias dicoret namanya dr dftr penerima blt mohon tndk lnjut p gub suwun,Selesai,kabupaten brebes
asalamualaikum pak alkamdulh sudah direspon cepat dan tanggap oleh pihak terkait dan masalah ini sudah clear terima kasih,Selesai,kabupaten brebes
assalamu alaikum pak ganjar nuwun sewu saya berharap pemutihan denda pajak bermotor tahun ini ada lagi cz ditengah ekonomi yg sedang susah ini saya brniat membayar pajak kendaraan bermotor saya yang sudah off pajak berapa tahun mohon pak ganjar menindak lanjuti permohonan saya matursuwun ,Selesai,badan pengelola pendapatan daerah
apill atau alat pemberi isyarat lalu lintas di perempatan terminal bumiayu mati mohon di cek pak dishub brebes agar tidak membahayakan pengendara apill bumiayu,Selesai,kabupaten brebes
selamat sore saya sugiharto warga brebes mau mengadukan dan minta solusinya bulan september ini anak saya akan melepas pen akibat patah kaki kecelakaan tunggal tapi pihak rumah sakit islam kota tegal menolak dengan alasan saya tidak mempunyai surat keterangan lapor polisi yang saya punya adalah surat keterangan kecelakaan lalu lintas karena anak saya kecelakaan tunggal mohon bantuannya pak karena rujukan bpjs saya ke rumah sakit islam kota tegal terimakasih,Selesai,bpjs kesehatan
assalamu alaikum saya agus supriydi yang beralamat dk pereng rt rw kelurahan winduaji kecamatan paguyangan kabupaten brebes ingin pengaduan permasalahan bansos pak tiap ada bansos dari dulu saya tidak pernah dapat pak kan per kk akan dapat bansos tetapi tidak pernah dapat dari dulu pak apa lagi di keadaan pendemi covid ini tidak pernah dapat bansos pak saya ingin mengadu permasalahan bansos tolong adil dan merata membagiannya pak karena di tempat saya masih banyak yang belum dapat bansos pak makasih atas waktu nya membaca pengaduan saya ,Selesai,kabupaten brebes
dengan hormat yth bupati brebes saya warga tanjung di desa tanjung kecamatan tanjung kabupaten brebes jawa tengah melaporkan bahwa sampah memenuhi selokan khususnya pasar tanjung dan rw sehingga aliran air tersumbat banyak nyamuk bau tak sedap dan kami sangat dirugikan karena air yang tidak dapat mengalir melalui selokan justru masuk ke halaman rumah kami dan yang lebih parah masuk ke dalam rumah kami melalui saluran pembuangan di kamar mandi hal ini sangat membuat kami tidak nyaman mohon agar dibuatkan tutup di atas selokan supaya sampah tidak lagi masuk ke dalam selokan dan mohon juga pengadaan perbaikan jalur selokan di desa kami padahal saya yakin bahwa banyak saja petugas yang mampu untuk memikirkan solusinya ini apabila tidak ditindaklanjuti maka kami akan kembali mengadukan ke ombudsmen maaf jangan mengurus covid aja lingkungan juga penting mohon kiranya petugas yang terkait meyelesaikan tugas dengan penuh tanggung jawab dan segera di tindak lanjutin terimakasih jayalah desaku,Selesai,kabupaten brebes
pak saya minta tolong agar orang tua saya bisa mendapatkan bantuan pkh soal nya sudah janda tidak punya tempat tinggal sudah lansia juga,Selesai,kabupaten brebes
tolong dibantu pak di kecamatan bumiayu kabupaten brebes pembuatan kartu keluarga dan ktp sampe minggu kalo mau cepat harus bayar ribu,Selesai,kabupaten brebes
bisakah saya meminta bantuan untuk masalah bantuan subsidi upah bsu karyawan dari pemerintah pak gub dalam satu kantor tinggal saya yang belum dapat,Selesai,bpjs ketenagakerjaan kanwil jateng dan diy
