"asalamualaikum, mt pagi pa saya mau tanya, sy punya setoran ke pt bpr dhanatani cepiring brebes apakah di tangguhkan soal nya pihak koprasi masih menagih, mohon tinjawan nya dri pa gubernur mksh..!","dinas koperasi dan umkm","","","",""
"tolong dievaluasi penerima pkh di rt/rw. 05/09 banyak yg tdk tepat sasaran","dinas sosial","","","",""
"mohon solusi untuk kendaraan yg tidak ada ktp pemilik dan bpkb ada di leasing bagaimana pembayaran pajaknya kalau harus ada ktp asli pemilik? saya pemilik tangan kedua. tanya ke samsat brebes gak ada solusi, apakah harus nembak lewat pegawai samsat? atau polisi? tolong pak gubernur, inspektorat jawa tengah bisa kasih solusi. terima kasih","badan pengelola pendapatan daerah","","","",""
"assalamualaikum bapak saya baitsul amri,kami mengsulkan agar kegiatan padatkarya tunai juga perlu di kampanyekan kepada semua kepala desa selain blt,karena salah satu penyeimbang dr ketidak ""rata"" an adalah kegiatan padatkarya,jika blt ditujukan pada warga miskin maka warga terdampak yg tidak dpt blt bisa dfokuskan mengikuti padatkarya,maturnuwun","dinas tenaga kerja dan transmigrasi","","","",""
"itu jembatan timbang yg d brebes ko masih buka dan beroperasi pak ya?sedangkan setahu saya sudah ada surat dr dirjen perhubungan darat tentang penutupan jembatan timbang selama pandemi virus covid 19,mohon penjelasannya pak?","dinas perhubungan","","","",""
"untuk glombang kartu prakerja glombngny kurang pak. di jawa tengah cuman ada 1 glombang","dinas tenaga kerja dan transmigrasi","","","",""
"mohon maaf saya ingin tanya,,,,apakah karena wabah covid 19, petani bawang merah dari brebes yg merantau ke daerah weleri kendal ada pelarangan dari dinkes setempat untuk menanam di sana? terimakasih jawabannya","dinas kesehatan","","","",""
"saya ikut daftar kartu prakerja. cumn dapet blsn nya kaya gtu pak","dinas tenaga kerja dan transmigrasi","","","",""
"siang min.... mau lapor tentang pemadaman listrik di suasana ""dirumah saja"" karena covid19 kami warga perumahan arba'a residance jatibarang kidul kec. jatibarang kab. brebes sudah 3minggu ini pemadaman 2x dalam seminggu... dan rutinitas pemadaman listrik 8jam sehari... sedangkan kita kerja dirumah dan anak2 belajar dirumah...","dinas energi dan sumber daya mineral","","","",""
"assalamualaikum wr wb,selamat malam bpk gubernur yang terhormat,maaf saya mau lapor kluhan warga di kampung saya ,yang tepatnya di dusun pangebonan rw 06 kel bandung sari kec banjarharjo kab brebes,mengeluhkan tentang sangat sulitnya menjangkau ,daring,signal mobile ,atau sinyal hp,warga di kampung saya klu mau telp atau mau menjangkau jaringan terpaksa harus ke desa tetangga biar mendapatka jaringan sinyal ,mungkin karena terlalu jauh tower pemancar sinyal sehingga semua opratir jaringa sangat susah ,baik oprator indosat,maupun telkomsel dan xl sangat sulit ,di jangaku,tlng pak gubernur biar ke tempat saya sinyal gampang,minta di bantu ,terima kasih wasalam","dinas komunikasi dan informatika","","","",""
"assalamualaikum,kulo perantauan ten jogja sakniki belajar ndamel asap cair saking limbah batok kelapa.kulo mboten nyuwun bantuan,tapi nyuwun bimbingan mawon pemasarane supados saged mlampah sami-sami saknajan bantuan dereng dugi ten daerah kulo.di tumbasi kagem disinfektan,pengawet monggo link instasi pemerintah,swasta,umum.ora ubed ora liwet,jagake bantuan ora mudun2,matur nuwun","dinas perindustrian dan perdagangan","","","",""
"buat om ganjar bapak jateng,,,,bagaimana nasib seperti saya selaku pekerja yg berada di luar kota stelah pekerjaan berhenti apakh tetap tidak diperbolehka pulang ke anak istri pak. sedangkan pekerjaa sdh berhenti hrus bagaimana lagi ni pak ganjar njeh.seandainya tetap tdk boleh pulang harus berada dimana dan harus bagaimana kelanjutannya.salam jateng gayeng","dinas perhubungan","","","",""
"selamat malam bpk ganjar pranowo , mohon izin perihal wni yg msih diluar negeri tepat y di malaysia , banyak wni kita yg msih berada di malaysia dan tidak bisa pulang karena wabah corona saat ini, padahal mereka sudah tidak bekerja karena habis kontrak pak, bagaimana solusinya pak, trimkasih","dinas tenaga kerja dan transmigrasi","","","",""
"terkait pencegahan virus corona yang dilakukan oleh pemerintah desa yang bagi saya kurang maksimal dan terkesan hanya pencitraan saja, saya dari warga desa sigambir brebes, ingin menanyakan bagaimana tugas warga masyakat dalam mengawasi dana pencegahan corona yang dilakukan desa? apakah warga masyarakat berhak menanyakan laporan anggaran yang pemdes buat untuk kita termati dan kita awasi? mohon panduannya pak ganjar,,,agar saya tidak salah melangkah mengambil tindakan. dan apakah ada payung hukumnya bagi masyarakat yang kritis terhadap desanya. terkait penggunaan dana desa untuk pencegahan penyebaran virus corona. terima kasih","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"assalmualikum,salam sejahtera,maaf bapak gubenur,ginanjar,sy (ginanjar nursantoso) mau bertanya utk pembuatan kk dan ktp baru berapa lama dan ada biayanya apa tdk,karena sy butuh buat mengurus persalinan istri sy,dan sy sdh serahkan berkas ke kelurahan setempat tp tdk ada kabar utk kapan jadinya,dan sy hri ini smpi skrg tdk berkerja #di rumah aja,dan informasi bantuan dr wilayah setempat belum sy terima utk kebutuhan sy di rmh,dan mohon bantuan dan saran bpk utk nanti bersalin istri sy karena biaya sy tdk ada,utk mendapatkan kartu kis bg mn caranya,dan utk mengurus kartu bpjs sy terkendala dengan kk dan ktp sy yg belum jadi sdh 2 minggu dr pengajuan smpi skrg blm ada kbr dr petugas kelurahan setempat,mohon di informasikan dan bantuanya dr bpk gubenur ginanjar ????????????","dinas kesehatan","","","",""
"lapora pak gub,, di rumah sakit bhakti asih brebes petugas medis yg menangani pasien pdp dan odp covid-19 tidak pernah dilakukan pengecekan n rapid test oleh pihak es setempat.. melainkan yg dilakukan pengecekan hanya jajaran manajemen yg tidak kontak langsung dengan pasien","dinas kesehatan","","","",""
"saya mau mengeluhkan tentang beberapa hari ini sering terjadi kelangkaan pupuk urea dan juga harga cabai yang merosot. karena itu saya mohon dinas terkait bisa membantu agar petani tidak merugi","dinas pertanian dan perkebunan","","","",""
"para petani di brebes juga sedang menangis pak. lombok merah 2ribu rupiah per kilo. harga gabah juga turun. 420ribu satu kuintal. harga bawang merah memang lagi bagus. tapi baru mau masuk musim tanam. bibit jadi mahal pak. maaf pak.","dinas pertanian dan perkebunan","","","",""
"permisi pa sya ozan dari brebes,un smk kan di hapus tapi adik saya sudah bayar sarana un ke sekolah 1,5 juta.kemudian sya minta uang saran un di kembalikan buat biaya hidup tp ngga bisa dikembalikan adik sya sekolah di smk brebes","dinas pendidikan dan kebudayaan","","","",""
"pak ijin tanya,penanganan pasien di brebes sangat buruk pak masa dinas kesehatan kabupaten brebes mengusulkan pasien udah dinyatakan positif mau di isolasi mandiri dengan alasan mereka stres di isolasi di rumah sakit,tolong pak tegur pak dinkes brebes beserta jajaranya.ini tindakan sudah sangat ngawur","dinas kesehatan","","","",""
"maaf pak saya selaku pemuda mau nanya apakah tidak ada bantuan pulsa gratis..seperti halnya d daerah lain yang menggratiskan kuota 5gb","dinas komunikasi dan informatika","","","",""
"min gas sekarang lagi langka y min?soalnya di daerah saya,di kec sirampog gas udah langka,di pasar udah kosong,jadi pada bingung min nyari gas,soalnya dirumah gak ada tungku pake nya gas semua","dinas perindustrian dan perdagangan","","","",""
"saya ananta, pedagang di pasar terminal brebes, kok keluhan semua pedagang di terminal brebes yg akan dipindah tidak ada respon dari pak gubenur ? sedang besok sabtu/minggu akan dipindah.","dinas perindustrian dan perdagangan","","","",""
"assalammualaikum wr. wb selamat malam pak ganjar, izin bertanya saya fitri, saya mau mengajukan pertanyaan. 1. bagaimana kebijakan pemerintah tentang larangan mudik? di berita, mengatakan putar balik, tapi pada kenyataannya ada beberapa bahkan banyak yg bisa sampai ke rumah masing-masing. ada juga yg tidak melapor ke rt/rt, bahkan tidak mengisolasi diri selama 14 hari. tindakan tegas seperti diberita di tahan 1 tahun atau denda 100jt seperti hanya angin lalu. jika memang di kota warga jawa tengah sudah di phk atau tidak berpenghasilan seharusnya sudah dari awal mereka kembali ke kampung halaman. tapi sampai saat ini masih ramai masyarakat berbondong-bondong untuk kembali ke kampung halaman. entah apa tujuan mereka. apa benar alasan phk atau sudah tidak berpenghasilan, atau karena urusan lain? surat keterangan dari perusahaan, bahkan surat kesehatan sekarang mudah untuk di dapat hanya dengan mengeluarkan selembar kertas. mohon tanggapan dan tindakan tegas bapak, untuk masalah ini. supaya masyarakat bisa kembali berkumpul dengan keluarga, dan mencari rezeki. terima kasih, wassalammualaikum wr. wb","kepolisian daerah jawa tengah","","","",""
"pak gubernur saya hampir ga bisa bayar listrik bulan ini karena naik nybesar sekali . listri 900 biasa bayar 200 rb kadang lebih itu sdh sangat beban bagi kel saya karena tdk punya penghasilan tetap. bulan ini sy cek malah 350rb saya bingung pak cari uang dari mana untuk membayar. kemaren ada program listrik yg 900 bayar hanya 50 persen saya bungah mendengar bagi kel saya tidak berlaku. tolong pak gubernur gimana caranya biar saya jg dapat diskon. makasih sebelumnya ya pak gubernur yg baik hati yg selalu berpihak kep rakyatnya.tuhan memberkati pak.","dinas energi dan sumber daya mineral","","","",""
"selamat malam min ingin mengucapkan terimakasih atas respon bantuannya terkait pertanyaan saya di waktu yg lalu...dan langsung diklarifikasi oleh pihak terkait bahwa hal tersebut tidak benar adanya selamat bertugas dan sehat selalu","dinas pendidikan dan kebudayaan","","","",""
"pak ganjar, kapan tpg guru sma di cairkan ? kan sd & smp sudah","dinas pendidikan dan kebudayaan","","","",""
"yang terhormat gubernur jawa tengah pak ganjar pranowo.. pak saya mau mengajukan pengaduan untuk masalah pajak kendaraan saya. saya dulu beli motor dr tangan kesatu pemilik pertama motor kendaraan yg saya beli jd saya pihak ke2.saya pernah menunggak pajak tahunan kendaraan motor saya selama 1x tp pas mau bayar pajak disamsat nomor kendaraan motor saya kena blok dr pihak samsat tanjung(brebes) bilang nanti klo mau bayar pajak dibuka lg tp harus bayar tambahan senilai 100rb buat buka blok nmr kendaraan motor saya pak. terima kasih pak gubernur jawa tengah pak ganjar pranowo saya minta supaya motor kendaraan saya dibuka blok nmr kendaraan supaya nanti klo bayar pajak tidak dikenakan uang tambahan. nomor motor saya g 3419 yj","badan pengelola pendapatan daerah","","","",""
"kenapa saya bayar pajak motor scupy 2016 sekarang 300.setelah saya berdebat jadi turun 290 rbu.turun 10 rbu.padahal tahun lalu kurang lbih 250 rbu.kata petugasnya memang peraturan sekarang seperti itu katanya.","badan pengelola pendapatan daerah","","","",""
"lapor bahwa saya korban penganiayaan dan perampasan berkas dengan kejadian beda waktu dan beda tempat saya sudah melaporkan kasus ini ke polsek kersana dan polsek bulakamba tapi tdk ada tindak lanjut, apa karena saya tidak berbiaya sehingga tdk ditindak lanjuti?? tolong pak tegakan keadilan sesuai hasteg njenengan ""mboten korupsi mboten ngapusi""","kepolisian daerah jawa tengah","","","",""
"istri sy melahir kan..di rs mutiara bunda sy ngga punya bpjs udah 7 hari pulang ngga boleh biaya nya nambah terus","dinas kesehatan","","","",""
"pak atau ibu .saya mau tanya saya dari brebes .sim a saya tgl 6 juni mau abis waktunya .semenatar sekarang tinggal di bandung tidak bisa mudik buat perpanjang sim .itu bagaimana iya,apakah bisa di perpanjang online di bandung agar tidak mudik ? terimakasih","kepolisian daerah jawa tengah","","","",""
"selamat malam bapak, saya langsung pada intinya saja. saya heran dengan peraturan pemerintah, masyarakat yang ngakunya kembali ke kampung adalah karena di jakarta tidak ada pekerjaan atau sudah di phk. tetapi kenapa masyarakat sekarang, meminta surat keterangan sehat untuk kembali ke jakarta? apakah tidak ada pengecekan dari pemerintah, rt, rw atau yang lainnya? mohon maaf sebesar-sebarnya bapak, karena di lapangan untuk mendapatkan surat keterangan sehat atau surat apapun yang mendukung untuk kembali ke tempat yang mereka tuju hanya dengan memberikan selembar kertas itu sangatlah mudah. tolong segera di tindak lanjuti dengan tepat dan tegas. terima kasih. semoga privasi saya terjaga","kepolisian daerah jawa tengah","","","",""
"kami warga jawa tengah yang merantau di jawa barat kabupaten karawang belum mendapat bantuan dari pemerintah jawa tengah, karna yg tercantum haya wilayah jabodetabek seperti bogor, depok, tanggerang, bekasi, apakah yg merantau di wilayah jawa barat seperti karawang & kota lain-nya yang ada di jawa barat tidak bisa menerima bantuan dari pemerintah pusat maupun perintah daerah khususya jawa tengah....?","dinas sosial","","","",""
"laporgub.. saya merantau di kalimantan tengah. istri kmrin melahirkan pd tgl 27 mei 2020.dijawa istri saya tidak dpt bantuan sama sekali. disini saya terkena dampak.bnyak desa ato kampung di pelosok kalteng lockdown. penghasilan pun menyusut. saya pdgang kelontong yg tiap hari keliling ke pelosok kalimantan tengah. tolong pak ganjar sdkit bantuan utk meringankan sdkit beban saya.","dinas sosial","","","",""
"assalamuallaikum maaf pa..saya merantau didaerah bandung jawa barat saya seorang ngontrak...kk saya jawa tengah...sedangkan dijawa tengah saya sama sekali engga dapat bantuan...sedangkan saya seoarng pedagang ditegal lega bandung..sampai sekarang saya engga bisa usaha samasekali karena masih di psbb.tolong pak gimana caranya biar saya dapat bantuan","dinas sosial","","","",""
"selamat pagi pak ketua saya rudi , saya sedih, mendapatkan informasi bahwa perbatasan jawa tengah dan jawa barat telah terjadi longsor tepatnya di desa karangsambung kabupaten brebes kecamatan losari, mohon bpk sebagai pemimpin jawa tengah menindak dengan tegas pada kabupaten untuk memperbaiki tanggul cisanggarung tersebut karena jika terjadinya banjir air semuanya masuk ke permukiman penduduk. ini laporan yang ke 2 kali","dinas pekerjaan umum sumber daya air dan penataan ruang","","","",""
"selamat malam pak gubernur jateng tercinta.. untuk pelayanan di polres brebes banyak yang kecewa sebab pelayanan nya tidak memuaskan bahkan ribet dan molor waktu sebab antrianya panjang petugasnya sedikit. tarif pembuatan sim sama di aplikasi mandalungan beda sama kenyataanya. begitu juga di pemkab.pemdes nya masih banyak yg pungli. mohon di tindak lanjuti pak . kurang lebihnya matur nuwun..","kepolisian daerah jawa tengah","","","",""
"mohon ditindak lanjuti pembuatan sim c di brebes sangat mahal sekali total biaya lewat calo mencapai 750 rb kerjasama calo dengan orang dalam sangat rapih sekali dan terorganisir kayaknya sulit untuk ott mohon supaya ditertibkan biar jangan merugikan rakyat.. terima kasih8287","kepolisian daerah jawa tengah","","","",""
"pd tgl 17/11/2019 bapa saya operasi cabut pen pd kaki di rs.islam harapan anda tegal byr cash 10jt(sdh termasuk biaya obat+kamar) krn dr pihak rs bilang ktnya utk cabut pen g ditanggung bpjs harus cash.pertama tanya ke rs.kardinah tegal ,jawaban jg sama ktny utk cabut pen g bs pake bpjs harus cash.apakah bnr spt itu peraturannya.??ðÿ™ðÿ™","bpjs kesehatan","","","",""
"asalamualaikum pak ganjar.. kami baru saja menerima bantuan sosial pangan non tunai tgl 13 juni 2020.. katanya bantuan pangan tersebut senilai 200.000 rupiah.. namun yg kami dapat hanya sekitar 150.000 rupiah.. mohon kejelasan nya pak.. terimakasih... wasalam","dinas sosial","","","",""
"biaya perpanjang dan pembuatan sim c mahal banget pak, untuk perpanjang sampe 300 ribu dan untuk baru sampe 600 ribu","kepolisian daerah jawa tengah","","","",""
"bansos terdampak corona. berupa. beras 10 kg, mie kuning 1pak,telor 1kg dan minyak goreng. mohon kejelasan. barangnya saya foto","dinas sosial","","","",""
"pak ganjar mohon maaf sebelumnya. di desa saya tepatnya di desa negarayu kecamatan tonjong. kab brebes banyak sekali penambang liar di aliran kali pedes. yang sudah berjalan bertahun tahun. dan mengakibatkan kerusakan lingkungan dan jalan raya yg sangat parah. akibat banyak keluar masuk truk2 besar. belum lagi irigasi yang buat mengaliri sebagian sawah menjadi kering ketika. pdahal pertanian di desa saya menjadi satu2nya oendapatan warga. mohon pak di tindak. saya sudah lapor ke pemerintah daerah selalu tidak ada respon.","dinas energi dan sumber daya mineral","","","",""
"yth. bpk/ ibu ibu saya nur hayati usia : 57 tahun alamat: desa karangturi bumiayu kecamatan bumiayu, kabupaten brebes. saya mau memberitahukan sudah 2bulan ini saldo bpnt ibu saya nol pak.. sedangkan di masa pandemi ini kami sangat membutuhkan beras itu untuk kebutuhan makan sehari2.. seperti yg bpak tahu bahwa yg punya bpnt / pkh itu tidak mendapat bantuan covid apapun dan dari manapun. tapi bagaimana bisa saldo bpnt ibu saya malah dikosongkan pak??? itu sama saja membantu orang2 kaya tapi menyengsarakan kami rakyat miskin pak, karena kami orang susah yg betul2 sangat membutuhkan.. saya mohon pak .saya minta tolong agar supaya ibu saya bisa mendapatkan saldo bpnt dan dapet berasnya lagi tiap bulan... terimakasih bapak saya sudah ke kecamatan di kecamatan cuma dijawab ( mbuh ya sing kanane ) tanpa bisa mengusahakan apa2.. lalu bpk saya ke dinsos kab brebes. dari dinsos disuruh ke kecamatan bumiayu lagi disuruh menemui petugas tksk.. lalu bpk saya bolak balik ke kecamatan menemui petugas tksk tsb tp tidak pernah bertemu dikarenakan jadwalnya yg tdk pasti ... kami harus gimana lagi bapak??? saya cuma berharap supaya bantuan beras bpnt ibu saya cair lagi pak.. karena ibu saya sangat butuh beras itu untuk makan sehari2.. tolong bapak","dinas sosial","","","",""
"penambangan liar di aliran kali pedes desa negarayu kecamatan tonjong kabupaten brebes. mohon di tertibkan","dinas energi dan sumber daya mineral","","","",""
"pa ganjar bantuan sosial dari propinsi sudah sampai tapi berupa sembako dan berjumlah tiada ada sampe 200 ribu","dinas sosial","","","",""
"assalamualaikum pak ganjar nama saya goya dani rianto dari brebes kota bumiayu desa bandung saya ingin tanya apakah mengganti nama ketika sma itu bisa bantu saya pak dari kecil saya sudah menjadi korban bullying karena nama saya jelek dan setiap saya masuk sekolah waktu smp ketika di absen saya selalu di bully dengan sebutan goyang do*pr*t jadi setiap absen sekolah saya kadang kadang menangis dan awal saya masuk sma pun sama selalu di bully yang membuat saya depresi dan stres hingga membuat saya tidak bisa berbicara (bingung mau ngomong apa/diam seribu bahasa). dan pada waktu itu saya juga berfikiran untuk bunuh diri, tolong pak bantu saya pak untuk menyelesaikan masalah ini. dan saya selalu berfikaran untuk gantung diri terus walau pun entah kapan melakukannya. saya mohon pak bantu saya. sebelum saya mati bunuh diri. terima kasih semoga bapak bisa membatu menyelesaikan masalah saya saya: goya dani rianto yang ingin mengganti nama saya (muhammad dani rianto) alamat: bumiayu desa bandung rt 06 rw 07 nomor rumah 67. wassalamu'alaikum wr.wb","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"kpd bpk gubernur jawa tengah khususny bppkad jateng knp di desaku bnyk pajak pbb yg nunggak sedangkan kami rakyat kecil sudah sering membayar tp setelah di cek di aplikasi mpbb ternyata bnyk yg belum terbayar","badan pengelola keuangan dan aset daerah","","","",""
"pd hari ini saya perpanjang sim c.dg rincian biaya :biaya kir/cek kesehatan 100rb&biaya tes psikolog 50rb.biaya perpanjangan sim c 75rb.masa biayanya lbih mahal drpd perpanjangan sim?total duit yg saya kluarin diluar biaya perpanjangan sim c 150rb. berikut saya lampirkan form hsil tes psikolog.,kalo yg hsil kir diminta petugas.","kepolisian daerah jawa tengah","","","",""
"apakah bnr utk perpanjang sim c ada biaya kir 100rb&biaya tes psikolog 50rb??pdhl biaya perpanjangan sim c cm 75rb.tdi pagi saya perpanjang sim c dipolres brebes &kluarin biaya tes psikolog 50rb,kir dokter 100rb.mhon infonya","kepolisian daerah jawa tengah","","","",""
"dear bapak/ibu admin, tolong bantu info rs yg dapat melayani swab/pcr mandiri di wilayah kecamatan sirampog, bumiayu brebes data swab ini di perlukan sebagai syarat kembali bekerja di kaltim, tolong bantu info min saya sudah dm dan commant posted di @dinkesbrebes tapi tidak di respons","dinas kesehatan","","","",""
"saya dari nakes dines di puskesmas losari jabar,mau daftar anak jalur afirmasi seperti dipersulit,saya sudah menggunakan surat tugas dari dinas kesehatan kabupaten berdasarkan keputusan bupati tp tidak bisa di gunakan karena harus dari provinsi. kan lucu saya dinas dikabupaten masa surat tugas harus dari provinsi. itu yg menghambat anak saya mau masuk sekolah ke sma n 2 brebes. mohon minta kebijakan.terimakasih.","dinas kesehatan","","","",""
"aaya mau lapor saya kena ketipu beli hewan di online atas nama instagram petshopzoomcere tolong di bantu pak","kepolisian daerah jawa tengah","","","",""
"@laporgub.jtg mohon di selidiki pak gub ini bahaya","dinas pekerjaan umum bina marga cipta karya","","","",""
"swab/pcr mandiri dear admin, tolong bantu info rumah sakit/klinik rekomendasi dari pemda yg dapat melayani pcr/swab mandiri untuk keperluan pekerjaan","dinas kesehatan","","","",""
"pak gub maaf ada beberapa keluhan masyarakat mengenai pembuatan sim di polres brebes terutama biaya surat ket. sehat dan tes psikologi terlalu mahal 110ribu lebih mahal dr biaya simnya padahal cuma di tes tekanan darah saja.mohon ditertibkan kasihan masyarakat jangan memanfaatkan kondisi trimakasih","kepolisian daerah jawa tengah","","","",""
"asalamualaikum wr wb, bpk gubernur jawa tengah yang terhormat bpk ganjar,sya mau mengadukan tentang kluhan klu mau pembuatan sim ,baik sim motor maupun sim mobil baik perpanjang atau bikin baru kenapa ya pak kena biayanya sangat besar di atas angka rp 300 rb sampai rp 700 rb,di samsat brebes,trima kasih info pak ,maaf pak tolong pak saya sebagai plapor mohon di privasi kan pak","kepolisian daerah jawa tengah","","","",""
"pa sy mohon bantuanya. saya punya anak 3. sy istri anak pertama. gratis bpjs. tapi anak kedua ketiga bayar. sy mohon di nonaktifkan karena ekonomi kecil trima kasih.","bpjs kesehatan","","","",""
"selamat siang pak gubernur saya kader pdi perjuangan ingin menindak lanjut tentang infrastruktur dan pju di desa karangsambung yang kini belum terrealisaikan. mohon segera dilakukan karena ini menyangkut kepentingan masyarakat luas dan menyangkut nyawa karena daerah tersebut sering terjadi perampokkan dan kecelakaan karena jalan rusak dan penerangan tidak ada sama sekali. wilayah tersebut adalah perbatasan jawa tengah dan jawa barat. terimakasih. salam perjuangan kita ada untuk masyarakat.","dinas pekerjaan umum bina marga cipta karya","","","",""
"rt 04 rw 02 jln kyi ibrahim blok mi alfurqon, pak saya telah menerima jps dr provinsi tahap 1, tp kenapa pas tahap 2 saya tidak menerima lagi ? apakah di hapus atau memang karna ad yang melaporkan untuk di hapus? sedang saya di phk dr kerjaan saya punya anak 2 masih kecil2 butuh makan saya juga punya adik yatim piyatu yang harus di lasih makan kenapa malah di hapus dari penerima jps provinsi","dinas sosial","","","",""
"kepada pak ganjar dan khusus untuk pak ganjar pranowo saya cuma rakyat kecil pengen buka usaha terkendala modal .ke bank gak berani karna terkendala agunan.punya saya cuma niat juga semangat.sudilah kiranya bapak kasih donatur kesaya untuk permodalan.saya mau usaha peminjaman beras.juga peminjaman uang tp dg skala kecil niat nolong jg ibadah..juga dikit2 saya menguasai elektronika.insyaallah modal niat kerja saya bisa dipertanggung jawabkan.saya biasa kerja lepas .saya pengen maju tapi terkendala permodalan.insyaallah amanah pak.disini saya masih numpang di mertua..dari puasa gak kerja sampe sekarang..saya gak minta tapi butuh sekedar modal usaha.","dinas koperasi dan umkm","","","",""
"laporan pengajuan q lom ada respon y tanggal 16.suwun","dinas koperasi dan umkm","","","",""
"dana insentif covid untuk nakes dan non nakes di puskesmas buaran, kecamatan bantarkawung, penerimanya terbatas dan ada beberapa yang tidak terlibat masuk daftar yang dapat insentif, yang mengikuti dan melakukan taoud bahkan pengambilan spesimen swab tidak termasuk yang dapat insentif. pertanyaan saya ke pa gubernur, kriteria apa saja yang termasuk tim gugus covid 19, apakah petugas yang meakukan pengambilan spesimen swab belum termasuk tim gugus yang berhak mendapat insentif?. terimakasih.","dinas kesehatan","","","",""
"tolong hentikan kegiatan tambang pasir dan batu ilegal di kampung kami,,,,tepatnya di pedukuhan sindang wangi ,,,dikarenakan membahayakan lingkungan,,,,,kegiatan penambangan di lakukan ormas pemuda pancasila,,,, bekerja sama dengan aparat desa dukuhjeruk,,,,,saya rakyat dukuh jeruk sangat memohon untuk pemprov jateng datang ketempat kami untuk menindak kegiatan ilegal mereka,,,,terimakasih","dinas energi dan sumber daya mineral","","","",""
"pak gubernur, mohon dibenahi untuk kepolisian daerah brebes, tahun 2018 saya kejambret di daerah lengkong brebes, sekarang motor saya raib digondol maling saat sedang parkir di klonik drg.witono (pasar batang). mohon segera dibenahi kepolisian di daerah brebes, masih banyak wilayah sepi dan tidak dijangkau polisi disana. mohon segera dibenahi , hari ini saja banyak yang kecurian motor. mohon segera dibenahi kinerja polisi di kab brebes","kepolisian daerah jawa tengah","","","",""
"selamat siang, pak gubernur saya ingin menanyakan apakah ada bantuan hukum gratis untuk para karyawan yang ada di prov. jawa tengah untuk mendapatkan seluruh hak nya? saya mantan karyawan dari salah satu pt di tegal. saya sudah resign 1 bulan lalu tetapi gaji saya masih ditahan, saya telah mengikuti prosedur perusahaan dari selama 30 hari (terhitung dari surat pengunduran diri) tetapi setelah saya resign, gaji saya masih ditahan dengan alasan yang tidak jelas, mohon bantuannya pak terimakasih","dinas tenaga kerja dan transmigrasi","","","",""
"maaf mau tanya ..kalau pajak kendaraan emang harus punya ktp yg bersangkutan ya?.sy urus sendiri ga bisa/ ditolak .tapi yg sy heran kl lewat biro jasa/ calo di sekitar samsat bisa..beda nya apa .? itu sdh berlangsung lama di samsat tegal dan brebes..ðÿ˜­ðÿ˜­","badan pengelola pendapatan daerah","","","",""
"pa gubernur,saya mau tanya apakah program kia (kartu identitas anak)masal berbayar?,di desa saya di pungut biaya rp,30.000/ anak.kalau memang geratis tolong di tegur perangkat desanya pa.desa gunungkarang,kecamatan salem,kabupaten brebes.terumakasih desa gunung larang,kecamatan salem,kabupaten brebes","dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil","","","",""
"pak bagai mana caranya saya bisa mendapatkan bantuan dari pemerintah lewat bantuan 2,4jt untuk para umkm mikro... saya pedagang keliling tapi di luar provinsi.. lantas bagai mana saya mendaftarkan diri....","dinas koperasi dan umkm","","","",""
"tolong pak, saya dapat kiriman/paket barang dari afghanistan. padahal saya tidak pernah membeli apapun. posisi barang tertahan di bali dan belum terbayar. apabila tidak diambil akan dilaporkan ke ojk saya kurang paham pak. saya di desa wanatirta kec. paguyangan kab. brebes harus bagaimana ini pak?","kepolisian daerah jawa tengah","","","",""
"asalamualaikum pak gubernur bagaimana ini kok pupuk di brebes akhir2 ini sulit sekali,saya sebagai petani bingung tolong pak distabilkan lagi","dinas pertanian dan perkebunan","","","",""
"kapan ada trans jateng untuk daerah provinsi jawa tengah bagian barat khususnya brebes pak, termasuk untuk akses dari bumiayu - brebes dan brebes - tegal","dinas perhubungan","","","",""
"pada hari ini istri saya dibawa ke puskesmas kutamendala, jam 23:15 untuk proses persalinan anak ke 2,karena harus melakukan tindak lanjut maka puskesmas merujuk ke rumah sakit terdekat,akan tetapi 4 rumah sakit didaerah bumiayu menolak dengan alasan kamar penuh dan dokter tidak ada, saya rasa ini alasan yang tidak relevan, terpaksa kami membawa istri ke rs harapan sehat yang biaya tidak bisa rujuk ke bpjs alias bayar pribadi,karena proses sesar maka membutuhkan dana 12jt rupiah, padahal besar harapan bisa menggunakan bpjs,,,ternyata 4 rumahsakit sebelumnya menolak, jadi saya merasa hak saya sebagai anghota iuran bpjs kelas 1 yang tiap bulan harus membayar tidak seimbang dengan pelayanan yang didapat,sekarang saya bingung harus mencari dan 12jt dari mana sementara kerjaan belum jelas, untuk perhatiannya kami ucapkan terima kasih","bpjs kesehatan","","","",""
"tolong pak diadakan razia knalpot motor di daerah banjarharjo terutama dr daerah pasar-polsek. suara sangat menggangu wargaa. sama diadakan operasi motor pada malam hari.","kepolisian daerah jawa tengah","","","",""
